Employee_ID,Message,Word_Count,Sentiment_Score,Employee_Role,Department,Stress_Level
4450,Burned out and exhausted.,4,-0.4,Data Analyst,Marketing,High
4451,Had a good meeting with the team.,7,0.7,Sales Executive,HR,Low
4452,Workload is manageable but challenging.,5,0.5,Data Analyst,Sales,Medium
4453,Great job on the project!,5,1.0,Manager,Sales,Low
4454,Feeling great about my progress.,5,0.8,HR Specialist,HR,Low
4455,Feeling productive today.,3,0.0,Sales Executive,Sales,Low
4456,Enjoying my work today!,4,0.62,Data Analyst,HR,Low
4457,I need urgent help with my tasks!,7,0.0,HR Specialist,IT,High
4458,Had a good meeting with the team.,7,0.7,Software Engineer,Marketing,Low
4459,I feel like quitting.,4,0.0,Software Engineer,IT,High
4460,Too many meetings today.,4,0.5,HR Specialist,IT,Medium
4461,Enjoying my work today!,4,0.62,HR Specialist,HR,Low
4462,Work is going smoothly.,4,0.4,Manager,Finance,Low
4463,Work is going smoothly.,4,0.4,HR Specialist,Marketing,Low
4464,Workload is manageable but challenging.,5,0.5,Software Engineer,IT,Medium
4465,Feeling extremely stressed out.,4,-0.12,Sales Executive,IT,High
4466,I feel like quitting.,4,0.0,HR Specialist,IT,High
4467,Looking forward to the weekend!,5,0.0,Manager,Sales,Low
4468,Feeling extremely stressed out.,4,-0.12,Data Analyst,HR,High
4469,Loving the collaborative environment.,4,0.6,Manager,HR,Low
4470,Had a good meeting with the team.,7,0.7,HR Specialist,IT,Low
4471,I can't handle this pressure anymore!,6,0.0,Manager,HR,High
4472,Work is going smoothly.,4,0.4,HR Specialist,IT,Low
4473,"Too much work, not enough time.",6,0.1,Software Engineer,Marketing,High
4474,Had a good meeting with the team.,7,0.7,HR Specialist,IT,Low
4475,Workload is manageable but challenging.,5,0.5,HR Specialist,Finance,Medium
4476,Looking forward to the weekend!,5,0.0,Software Engineer,HR,Low
4477,I feel like quitting.,4,0.0,Sales Executive,IT,High
4478,Burned out and exhausted.,4,-0.4,Manager,HR,High
4479,"Struggling to keep up, but staying positive.",7,0.23,Data Analyst,Finance,Medium
4480,Looking forward to the weekend!,5,0.0,Manager,HR,Low
4481,Had a good meeting with the team.,7,0.7,HR Specialist,Sales,Low
4482,Feeling extremely stressed out.,4,-0.12,HR Specialist,HR,High
4483,Multitasking a lot today.,4,0.0,Software Engineer,Finance,Medium
4484,"Slightly stressed, but I can handle it.",7,-0.17,Data Analyst,Sales,Medium
4485,Too many meetings today.,4,0.5,Software Engineer,Finance,Medium
4486,Feeling great about my progress.,5,0.8,Software Engineer,Sales,Low
4487,Feeling productive today.,3,0.0,Sales Executive,Marketing,Low
4488,Feeling great about my progress.,5,0.8,Sales Executive,Sales,Low
4489,Workload is manageable but challenging.,5,0.5,HR Specialist,IT,Medium
4490,Too many meetings today.,4,0.5,Sales Executive,IT,Medium
4491,Enjoying my work today!,4,0.62,Sales Executive,Sales,Low
4492,Enjoying my work today!,4,0.62,HR Specialist,IT,Low
4493,I can't handle this pressure anymore!,6,0.0,HR Specialist,IT,High
4494,Enjoying my work today!,4,0.62,Software Engineer,Finance,Low
4495,"Slightly stressed, but I can handle it.",7,-0.17,Data Analyst,Finance,Medium
4496,Loving the collaborative environment.,4,0.6,HR Specialist,HR,Low
4497,Enjoying my work today!,4,0.62,HR Specialist,Finance,Low
4498,No work-life balance at all!,5,0.0,Data Analyst,HR,High
4499,Excited for the team outing!,5,0.47,Software Engineer,HR,Low
4500,Burned out and exhausted.,4,-0.4,HR Specialist,Sales,High
4501,I feel like quitting.,4,0.0,Manager,Marketing,High
4502,Had a good meeting with the team.,7,0.7,Data Analyst,HR,Low
4503,Had a good meeting with the team.,7,0.7,Sales Executive,Marketing,Low
4504,"Struggling to keep up, but staying positive.",7,0.23,HR Specialist,HR,Medium
4505,"Overloaded with work, this is too much!",7,0.25,Sales Executive,Sales,High
4506,Enjoying my work today!,4,0.62,Manager,Finance,Low
4507,Feeling productive today.,3,0.0,Data Analyst,Marketing,Low
4508,Feeling great about my progress.,5,0.8,Manager,IT,Low
4509,Work is going smoothly.,4,0.4,Sales Executive,Sales,Low
4510,No work-life balance at all!,5,0.0,Sales Executive,Sales,High
4511,Feeling great about my progress.,5,0.8,HR Specialist,HR,Low
4512,Feeling productive today.,3,0.0,Software Engineer,Finance,Low
4513,This deadline is impossible to meet.,6,-0.67,Manager,Marketing,High
4514,Enjoying my work today!,4,0.62,Data Analyst,HR,Low
4515,Work is going smoothly.,4,0.4,HR Specialist,HR,Low
4516,Looking forward to the weekend!,5,0.0,Software Engineer,Marketing,Low
4517,I need urgent help with my tasks!,7,0.0,Data Analyst,Finance,High
4518,I need urgent help with my tasks!,7,0.0,HR Specialist,Marketing,High
4519,Loving the collaborative environment.,4,0.6,Manager,Marketing,Low
4520,Workload is manageable but challenging.,5,0.5,Manager,Sales,Medium
4521,Work is going smoothly.,4,0.4,Data Analyst,IT,Low
4522,Feeling productive today.,3,0.0,Data Analyst,Sales,Low
4523,Feeling a bit overwhelmed.,4,0.0,Software Engineer,HR,Medium
4524,Multitasking a lot today.,4,0.0,Data Analyst,Sales,Medium
4525,Feeling extremely stressed out.,4,-0.12,Data Analyst,Sales,High
4526,I feel like quitting.,4,0.0,Sales Executive,IT,High
4527,Had a good meeting with the team.,7,0.7,Software Engineer,Finance,Low
4528,"Overloaded with work, this is too much!",7,0.25,HR Specialist,IT,High
4529,Feeling productive today.,3,0.0,Software Engineer,Marketing,Low
4530,Feeling extremely stressed out.,4,-0.12,Data Analyst,HR,High
4531,Loving the collaborative environment.,4,0.6,Software Engineer,IT,Low
4532,I feel like quitting.,4,0.0,HR Specialist,IT,High
4533,"Struggling to keep up, but staying positive.",7,0.23,HR Specialist,Finance,Medium
4534,Work is going smoothly.,4,0.4,Manager,HR,Low
4535,"Too much work, not enough time.",6,0.1,Manager,Sales,High
4536,"Slightly stressed, but I can handle it.",7,-0.17,Data Analyst,Marketing,Medium
4537,Work is going smoothly.,4,0.4,HR Specialist,Sales,Low
4538,Multitasking a lot today.,4,0.0,Software Engineer,IT,Medium
4539,Excited for the team outing!,5,0.47,HR Specialist,Sales,Low
4540,Great job on the project!,5,1.0,Software Engineer,Finance,Low
4541,Loving the collaborative environment.,4,0.6,Software Engineer,Sales,Low
4542,Feeling a bit overwhelmed.,4,0.0,Software Engineer,IT,Medium
4543,Workload is manageable but challenging.,5,0.5,Data Analyst,Marketing,Medium
4544,Feeling productive today.,3,0.0,Manager,Marketing,Low
4545,Great job on the project!,5,1.0,Software Engineer,HR,Low
4546,Feeling productive today.,3,0.0,Software Engineer,Sales,Low
4547,Workload is manageable but challenging.,5,0.5,Data Analyst,IT,Medium
4548,"Overloaded with work, this is too much!",7,0.25,Software Engineer,Finance,High
4549,Deadlines are approaching fast.,4,0.1,HR Specialist,HR,Medium
4550,No work-life balance at all!,5,0.0,Manager,HR,High
4551,"Slightly stressed, but I can handle it.",7,-0.17,Sales Executive,Sales,Medium
4552,Looking forward to the weekend!,5,0.0,Software Engineer,Marketing,Low
4553,Looking forward to the weekend!,5,0.0,HR Specialist,Finance,Low
4554,Great job on the project!,5,1.0,HR Specialist,Marketing,Low
4555,"Struggling to keep up, but staying positive.",7,0.23,Software Engineer,HR,Medium
4556,I can't handle this pressure anymore!,6,0.0,Sales Executive,HR,High
4557,Excited for the team outing!,5,0.47,Data Analyst,Finance,Low
4558,Had a good meeting with the team.,7,0.7,HR Specialist,IT,Low
4559,Enjoying my work today!,4,0.62,Data Analyst,IT,Low
4560,Burned out and exhausted.,4,-0.4,HR Specialist,IT,High
4561,Workload is manageable but challenging.,5,0.5,HR Specialist,Marketing,Medium
4562,"Struggling to keep up, but staying positive.",7,0.23,Data Analyst,HR,Medium
4563,Burned out and exhausted.,4,-0.4,Sales Executive,HR,High
4564,Loving the collaborative environment.,4,0.6,Data Analyst,Marketing,Low
4565,"Slightly stressed, but I can handle it.",7,-0.17,Software Engineer,Marketing,Medium
4566,"Too much work, not enough time.",6,0.1,Data Analyst,Marketing,High
4567,Deadlines are approaching fast.,4,0.1,Data Analyst,HR,Medium
4568,Feeling extremely stressed out.,4,-0.12,Data Analyst,Sales,High
4569,Too many meetings today.,4,0.5,Data Analyst,Sales,Medium
4570,Had a good meeting with the team.,7,0.7,Data Analyst,Finance,Low
4571,Feeling great about my progress.,5,0.8,HR Specialist,Marketing,Low
4572,Need a short break to refocus.,6,0.0,Software Engineer,Sales,Medium
4573,Feeling productive today.,3,0.0,HR Specialist,Sales,Low
4574,"Slightly stressed, but I can handle it.",7,-0.17,HR Specialist,Marketing,Medium
4575,Too many meetings today.,4,0.5,Manager,IT,Medium
4576,Enjoying my work today!,4,0.62,HR Specialist,HR,Low
4577,"Too much work, not enough time.",6,0.1,Manager,Sales,High
4578,This deadline is impossible to meet.,6,-0.67,Manager,IT,High
4579,"Slightly stressed, but I can handle it.",7,-0.17,Data Analyst,Marketing,Medium
4580,Work is going smoothly.,4,0.4,Software Engineer,HR,Low
4581,Workload is manageable but challenging.,5,0.5,Sales Executive,Finance,Medium
4582,Multitasking a lot today.,4,0.0,Data Analyst,IT,Medium
4583,Great job on the project!,5,1.0,Sales Executive,IT,Low
4584,Enjoying my work today!,4,0.62,Software Engineer,IT,Low
4585,"Too much work, not enough time.",6,0.1,Manager,Finance,High
4586,Burned out and exhausted.,4,-0.4,Data Analyst,IT,High
4587,Feeling great about my progress.,5,0.8,Sales Executive,Marketing,Low
4588,I can't handle this pressure anymore!,6,0.0,Software Engineer,Sales,High
4589,Feeling extremely stressed out.,4,-0.12,Software Engineer,HR,High
4590,Loving the collaborative environment.,4,0.6,HR Specialist,Marketing,Low
4591,Workload is manageable but challenging.,5,0.5,HR Specialist,Sales,Medium
4592,Excited for the team outing!,5,0.47,Data Analyst,HR,Low
4593,Had a good meeting with the team.,7,0.7,Software Engineer,IT,Low
4594,Great job on the project!,5,1.0,Data Analyst,Marketing,Low
4595,Too many meetings today.,4,0.5,Manager,HR,Medium
4596,I need urgent help with my tasks!,7,0.0,Software Engineer,Finance,High
4597,Loving the collaborative environment.,4,0.6,Software Engineer,IT,Low
4598,Multitasking a lot today.,4,0.0,Data Analyst,Finance,Medium
4599,Enjoying my work today!,4,0.62,Data Analyst,Finance,Low
4600,Feeling great about my progress.,5,0.8,Software Engineer,HR,Low
4601,Looking forward to the weekend!,5,0.0,Sales Executive,Sales,Low
4602,"Struggling to keep up, but staying positive.",7,0.23,Sales Executive,Marketing,Medium
4603,Workload is manageable but challenging.,5,0.5,Software Engineer,IT,Medium
4604,No work-life balance at all!,5,0.0,Software Engineer,HR,High
4605,"Struggling to keep up, but staying positive.",7,0.23,HR Specialist,Sales,Medium
4606,Enjoying my work today!,4,0.62,HR Specialist,IT,Low
4607,Workload is manageable but challenging.,5,0.5,Sales Executive,Finance,Medium
4608,"Overloaded with work, this is too much!",7,0.25,Data Analyst,Sales,High
4609,Deadlines are approaching fast.,4,0.1,Sales Executive,Finance,Medium
4610,Need a short break to refocus.,6,0.0,Data Analyst,Finance,Medium
4611,Multitasking a lot today.,4,0.0,Software Engineer,Finance,Medium
4612,Excited for the team outing!,5,0.47,Manager,Finance,Low
4613,Loving the collaborative environment.,4,0.6,HR Specialist,Finance,Low
4614,Feeling great about my progress.,5,0.8,Manager,Marketing,Low
4615,"Struggling to keep up, but staying positive.",7,0.23,Sales Executive,HR,Medium
4616,Loving the collaborative environment.,4,0.6,Sales Executive,Finance,Low
4617,"Slightly stressed, but I can handle it.",7,-0.17,Manager,Sales,Medium
4618,Enjoying my work today!,4,0.62,Data Analyst,Sales,Low
4619,Enjoying my work today!,4,0.62,Sales Executive,Finance,Low
4620,No work-life balance at all!,5,0.0,Sales Executive,Sales,High
4621,Looking forward to the weekend!,5,0.0,Sales Executive,IT,Low
4622,Workload is manageable but challenging.,5,0.5,Software Engineer,Sales,Medium
4623,"Too much work, not enough time.",6,0.1,Software Engineer,Sales,High
4624,Workload is manageable but challenging.,5,0.5,Sales Executive,Finance,Medium
4625,Work is going smoothly.,4,0.4,Data Analyst,Marketing,Low
4626,Loving the collaborative environment.,4,0.6,HR Specialist,Sales,Low
4627,I feel like quitting.,4,0.0,Manager,HR,High
4628,This deadline is impossible to meet.,6,-0.67,HR Specialist,IT,High
4629,Too many meetings today.,4,0.5,Software Engineer,Sales,Medium
4630,Workload is manageable but challenging.,5,0.5,Sales Executive,Finance,Medium
4631,This deadline is impossible to meet.,6,-0.67,Data Analyst,HR,High
4632,Feeling great about my progress.,5,0.8,HR Specialist,Marketing,Low
4633,Had a good meeting with the team.,7,0.7,Software Engineer,Finance,Low
4634,"Struggling to keep up, but staying positive.",7,0.23,Sales Executive,Sales,Medium
4635,"Slightly stressed, but I can handle it.",7,-0.17,Software Engineer,Finance,Medium
4636,Enjoying my work today!,4,0.62,Sales Executive,Sales,Low
4637,Loving the collaborative environment.,4,0.6,Data Analyst,Sales,Low
4638,Had a good meeting with the team.,7,0.7,Manager,Sales,Low
4639,Work is going smoothly.,4,0.4,Data Analyst,HR,Low
4640,Feeling great about my progress.,5,0.8,Manager,Finance,Low
4641,Enjoying my work today!,4,0.62,Manager,Sales,Low
4642,"Too much work, not enough time.",6,0.1,Manager,Sales,High
4643,Loving the collaborative environment.,4,0.6,Data Analyst,Sales,Low
4644,Enjoying my work today!,4,0.62,Software Engineer,IT,Low
4645,Too many meetings today.,4,0.5,Manager,Marketing,Medium
4646,Deadlines are approaching fast.,4,0.1,Software Engineer,HR,Medium
4647,Feeling productive today.,3,0.0,Software Engineer,Sales,Low
4648,Excited for the team outing!,5,0.47,Data Analyst,Marketing,Low
4649,Work is going smoothly.,4,0.4,Data Analyst,Sales,Low
4650,Great job on the project!,5,1.0,Manager,Finance,Low
4651,I can't handle this pressure anymore!,6,0.0,Sales Executive,HR,High
4652,Feeling productive today.,3,0.0,Manager,Sales,Low
4653,Had a good meeting with the team.,7,0.7,Manager,Sales,Low
4654,Loving the collaborative environment.,4,0.6,Sales Executive,Sales,Low
4655,I can't handle this pressure anymore!,6,0.0,Data Analyst,HR,High
4656,Feeling productive today.,3,0.0,Software Engineer,IT,Low
4657,Feeling extremely stressed out.,4,-0.12,Software Engineer,Marketing,High
4658,Too many meetings today.,4,0.5,HR Specialist,IT,Medium
4659,Had a good meeting with the team.,7,0.7,Data Analyst,HR,Low
4660,Work is going smoothly.,4,0.4,Data Analyst,Sales,Low
4661,Enjoying my work today!,4,0.62,HR Specialist,Sales,Low
4662,Looking forward to the weekend!,5,0.0,Data Analyst,IT,Low
4663,"Struggling to keep up, but staying positive.",7,0.23,Sales Executive,IT,Medium
4664,Great job on the project!,5,1.0,HR Specialist,Finance,Low
4665,Too many meetings today.,4,0.5,Data Analyst,HR,Medium
4666,Feeling productive today.,3,0.0,HR Specialist,Finance,Low
4667,I need urgent help with my tasks!,7,0.0,Manager,Sales,High
4668,Need a short break to refocus.,6,0.0,Data Analyst,HR,Medium
4669,Enjoying my work today!,4,0.62,Data Analyst,Marketing,Low
4670,Enjoying my work today!,4,0.62,Sales Executive,Finance,Low
4671,Feeling great about my progress.,5,0.8,Manager,Marketing,Low
4672,Great job on the project!,5,1.0,Data Analyst,Sales,Low
4673,Workload is manageable but challenging.,5,0.5,Data Analyst,Finance,Medium
4674,No work-life balance at all!,5,0.0,Software Engineer,IT,High
4675,Great job on the project!,5,1.0,HR Specialist,Marketing,Low
4676,Feeling a bit overwhelmed.,4,0.0,Data Analyst,Finance,Medium
4677,Multitasking a lot today.,4,0.0,Data Analyst,IT,Medium
4678,"Struggling to keep up, but staying positive.",7,0.23,Software Engineer,HR,Medium
4679,Burned out and exhausted.,4,-0.4,HR Specialist,IT,High
4680,Had a good meeting with the team.,7,0.7,Data Analyst,HR,Low
4681,Excited for the team outing!,5,0.47,Software Engineer,Finance,Low
4682,"Struggling to keep up, but staying positive.",7,0.23,Software Engineer,Marketing,Medium
4683,Feeling a bit overwhelmed.,4,0.0,Manager,Finance,Medium
4684,Workload is manageable but challenging.,5,0.5,Sales Executive,Marketing,Medium
4685,Need a short break to refocus.,6,0.0,HR Specialist,Finance,Medium
4686,Feeling productive today.,3,0.0,Software Engineer,IT,Low
4687,Excited for the team outing!,5,0.47,Data Analyst,HR,Low
4688,Need a short break to refocus.,6,0.0,Software Engineer,Finance,Medium
4689,I can't handle this pressure anymore!,6,0.0,Sales Executive,Marketing,High
4690,Loving the collaborative environment.,4,0.6,Software Engineer,IT,Low
4691,Workload is manageable but challenging.,5,0.5,Sales Executive,Finance,Medium
4692,"Slightly stressed, but I can handle it.",7,-0.17,Sales Executive,Finance,Medium
4693,Feeling productive today.,3,0.0,HR Specialist,Marketing,Low
4694,"Struggling to keep up, but staying positive.",7,0.23,Manager,Sales,Medium
4695,Need a short break to refocus.,6,0.0,Manager,Sales,Medium
4696,Loving the collaborative environment.,4,0.6,Data Analyst,Marketing,Low
4697,Looking forward to the weekend!,5,0.0,Manager,Marketing,Low
4698,Looking forward to the weekend!,5,0.0,HR Specialist,HR,Low
4699,Work is going smoothly.,4,0.4,Software Engineer,HR,Low
4700,Deadlines are approaching fast.,4,0.1,Data Analyst,Marketing,Medium
4701,I can't handle this pressure anymore!,6,0.0,Manager,HR,High
4702,"Struggling to keep up, but staying positive.",7,0.23,Manager,IT,Medium
4703,Enjoying my work today!,4,0.62,Manager,Finance,Low
4704,"Too much work, not enough time.",6,0.1,HR Specialist,Finance,High
4705,Multitasking a lot today.,4,0.0,Data Analyst,IT,Medium
4706,Enjoying my work today!,4,0.62,Data Analyst,Marketing,Low
4707,Feeling a bit overwhelmed.,4,0.0,Software Engineer,Sales,Medium
4708,Excited for the team outing!,5,0.47,Data Analyst,IT,Low
4709,Multitasking a lot today.,4,0.0,Manager,Finance,Medium
4710,"Overloaded with work, this is too much!",7,0.25,Sales Executive,HR,High
4711,"Struggling to keep up, but staying positive.",7,0.23,Data Analyst,IT,Medium
4712,Feeling extremely stressed out.,4,-0.12,HR Specialist,IT,High
4713,Work is going smoothly.,4,0.4,Sales Executive,Finance,Low
4714,Had a good meeting with the team.,7,0.7,HR Specialist,Sales,Low
4715,Had a good meeting with the team.,7,0.7,HR Specialist,IT,Low
4716,Great job on the project!,5,1.0,Sales Executive,IT,Low
4717,"Slightly stressed, but I can handle it.",7,-0.17,Manager,Marketing,Medium
4718,Work is going smoothly.,4,0.4,Sales Executive,Marketing,Low
4719,Loving the collaborative environment.,4,0.6,Sales Executive,Finance,Low
4720,"Slightly stressed, but I can handle it.",7,-0.17,HR Specialist,IT,Medium
4721,Great job on the project!,5,1.0,Data Analyst,IT,Low
4722,Feeling productive today.,3,0.0,Sales Executive,Sales,Low
4723,Workload is manageable but challenging.,5,0.5,Software Engineer,Finance,Medium
4724,Too many meetings today.,4,0.5,Manager,Finance,Medium
4725,Enjoying my work today!,4,0.62,HR Specialist,Sales,Low
4726,Loving the collaborative environment.,4,0.6,Data Analyst,Finance,Low
4727,Feeling extremely stressed out.,4,-0.12,HR Specialist,Sales,High
4728,Enjoying my work today!,4,0.62,HR Specialist,Finance,Low
4729,Great job on the project!,5,1.0,HR Specialist,Finance,Low
4730,Looking forward to the weekend!,5,0.0,Software Engineer,IT,Low
4731,I can't handle this pressure anymore!,6,0.0,Software Engineer,Finance,High
4732,Looking forward to the weekend!,5,0.0,Sales Executive,Marketing,Low
4733,Need a short break to refocus.,6,0.0,Software Engineer,Finance,Medium
4734,"Slightly stressed, but I can handle it.",7,-0.17,Manager,HR,Medium
4735,Looking forward to the weekend!,5,0.0,Software Engineer,Sales,Low
4736,Looking forward to the weekend!,5,0.0,HR Specialist,IT,Low
4737,"Struggling to keep up, but staying positive.",7,0.23,Software Engineer,Finance,Medium
4738,Loving the collaborative environment.,4,0.6,HR Specialist,Sales,Low
4739,"Overloaded with work, this is too much!",7,0.25,Manager,Finance,High
4740,Feeling great about my progress.,5,0.8,Software Engineer,Sales,Low
4741,Multitasking a lot today.,4,0.0,Manager,IT,Medium
4742,Enjoying my work today!,4,0.62,Software Engineer,Finance,Low
4743,Multitasking a lot today.,4,0.0,HR Specialist,HR,Medium
4744,Feeling great about my progress.,5,0.8,Data Analyst,Marketing,Low
4745,Great job on the project!,5,1.0,Software Engineer,Sales,Low
4746,Loving the collaborative environment.,4,0.6,Sales Executive,Sales,Low
4747,"Too much work, not enough time.",6,0.1,HR Specialist,Marketing,High
4748,Multitasking a lot today.,4,0.0,HR Specialist,Marketing,Medium
4749,Had a good meeting with the team.,7,0.7,Manager,IT,Low
4750,Looking forward to the weekend!,5,0.0,Software Engineer,Marketing,Low
4751,Had a good meeting with the team.,7,0.7,HR Specialist,HR,Low
4752,Looking forward to the weekend!,5,0.0,HR Specialist,Sales,Low
4753,I can't handle this pressure anymore!,6,0.0,HR Specialist,HR,High
4754,Deadlines are approaching fast.,4,0.1,Data Analyst,Finance,Medium
4755,Enjoying my work today!,4,0.62,Manager,Sales,Low
4756,Need a short break to refocus.,6,0.0,Data Analyst,Marketing,Medium
4757,Feeling a bit overwhelmed.,4,0.0,Manager,Finance,Medium
4758,Workload is manageable but challenging.,5,0.5,Data Analyst,Sales,Medium
4759,Deadlines are approaching fast.,4,0.1,Sales Executive,Marketing,Medium
4760,Workload is manageable but challenging.,5,0.5,Manager,HR,Medium
4761,Had a good meeting with the team.,7,0.7,Data Analyst,HR,Low
4762,Had a good meeting with the team.,7,0.7,HR Specialist,Finance,Low
4763,Feeling great about my progress.,5,0.8,Data Analyst,Finance,Low
4764,Work is going smoothly.,4,0.4,HR Specialist,IT,Low
4765,Excited for the team outing!,5,0.47,HR Specialist,HR,Low
4766,Looking forward to the weekend!,5,0.0,HR Specialist,IT,Low
4767,Feeling a bit overwhelmed.,4,0.0,Data Analyst,Sales,Medium
4768,Enjoying my work today!,4,0.62,HR Specialist,Finance,Low
4769,Enjoying my work today!,4,0.62,Sales Executive,IT,Low
4770,Feeling productive today.,3,0.0,Manager,Marketing,Low
4771,Feeling great about my progress.,5,0.8,Software Engineer,Finance,Low
4772,Great job on the project!,5,1.0,Software Engineer,Marketing,Low
4773,Deadlines are approaching fast.,4,0.1,Manager,Sales,Medium
4774,Had a good meeting with the team.,7,0.7,Software Engineer,IT,Low
4775,Burned out and exhausted.,4,-0.4,HR Specialist,IT,High
4776,Had a good meeting with the team.,7,0.7,Data Analyst,HR,Low
4777,Feeling a bit overwhelmed.,4,0.0,HR Specialist,Finance,Medium
4778,Had a good meeting with the team.,7,0.7,Software Engineer,HR,Low
4779,Enjoying my work today!,4,0.62,Manager,HR,Low
4780,"Struggling to keep up, but staying positive.",7,0.23,Manager,IT,Medium
4781,Excited for the team outing!,5,0.47,Software Engineer,Marketing,Low
4782,Deadlines are approaching fast.,4,0.1,HR Specialist,IT,Medium
4783,Had a good meeting with the team.,7,0.7,HR Specialist,IT,Low
4784,This deadline is impossible to meet.,6,-0.67,Sales Executive,IT,High
4785,No work-life balance at all!,5,0.0,Data Analyst,Marketing,High
4786,Feeling great about my progress.,5,0.8,Data Analyst,Marketing,Low
4787,Excited for the team outing!,5,0.47,HR Specialist,IT,Low
4788,Excited for the team outing!,5,0.47,Software Engineer,Sales,Low
4789,Feeling productive today.,3,0.0,Sales Executive,Sales,Low
4790,Great job on the project!,5,1.0,HR Specialist,IT,Low
4791,Workload is manageable but challenging.,5,0.5,Manager,Sales,Medium
4792,Too many meetings today.,4,0.5,Sales Executive,HR,Medium
4793,Looking forward to the weekend!,5,0.0,Manager,IT,Low
4794,Work is going smoothly.,4,0.4,Data Analyst,IT,Low
4795,I need urgent help with my tasks!,7,0.0,HR Specialist,Sales,High
4796,Burned out and exhausted.,4,-0.4,Manager,Marketing,High
4797,Feeling productive today.,3,0.0,Sales Executive,Sales,Low
4798,No work-life balance at all!,5,0.0,HR Specialist,Finance,High
4799,Multitasking a lot today.,4,0.0,HR Specialist,IT,Medium
4800,Deadlines are approaching fast.,4,0.1,HR Specialist,Finance,Medium
4801,Too many meetings today.,4,0.5,HR Specialist,HR,Medium
4802,Loving the collaborative environment.,4,0.6,Data Analyst,Finance,Low
4803,Workload is manageable but challenging.,5,0.5,Sales Executive,Sales,Medium
4804,Had a good meeting with the team.,7,0.7,HR Specialist,Finance,Low
4805,Loving the collaborative environment.,4,0.6,Manager,Marketing,Low
4806,Feeling extremely stressed out.,4,-0.12,Software Engineer,IT,High
4807,Great job on the project!,5,1.0,HR Specialist,Finance,Low
4808,Had a good meeting with the team.,7,0.7,Software Engineer,Finance,Low
4809,Workload is manageable but challenging.,5,0.5,Manager,HR,Medium
4810,"Slightly stressed, but I can handle it.",7,-0.17,Manager,IT,Medium
4811,Great job on the project!,5,1.0,HR Specialist,Finance,Low
4812,Work is going smoothly.,4,0.4,Data Analyst,Finance,Low
4813,Feeling extremely stressed out.,4,-0.12,HR Specialist,Marketing,High
4814,Feeling a bit overwhelmed.,4,0.0,Software Engineer,Sales,Medium
4815,Feeling great about my progress.,5,0.8,Manager,IT,Low
4816,Work is going smoothly.,4,0.4,Sales Executive,Marketing,Low
4817,Loving the collaborative environment.,4,0.6,Data Analyst,Sales,Low
4818,Multitasking a lot today.,4,0.0,Software Engineer,HR,Medium
4819,"Slightly stressed, but I can handle it.",7,-0.17,Software Engineer,IT,Medium
4820,I can't handle this pressure anymore!,6,0.0,Data Analyst,HR,High
4821,Feeling productive today.,3,0.0,Data Analyst,HR,Low
4822,Need a short break to refocus.,6,0.0,Data Analyst,IT,Medium
4823,Multitasking a lot today.,4,0.0,Data Analyst,Sales,Medium
4824,"Slightly stressed, but I can handle it.",7,-0.17,Manager,Sales,Medium
4825,Feeling productive today.,3,0.0,Sales Executive,HR,Low
4826,Work is going smoothly.,4,0.4,Sales Executive,Sales,Low
4827,Excited for the team outing!,5,0.47,HR Specialist,HR,Low
4828,Need a short break to refocus.,6,0.0,Software Engineer,Sales,Medium
4829,Burned out and exhausted.,4,-0.4,Sales Executive,HR,High
4830,Enjoying my work today!,4,0.62,Sales Executive,Marketing,Low
4831,Deadlines are approaching fast.,4,0.1,Software Engineer,HR,Medium
4832,Loving the collaborative environment.,4,0.6,Software Engineer,Finance,Low
4833,Feeling productive today.,3,0.0,Sales Executive,HR,Low
4834,Had a good meeting with the team.,7,0.7,HR Specialist,Sales,Low
4835,Work is going smoothly.,4,0.4,Software Engineer,HR,Low
4836,Need a short break to refocus.,6,0.0,Data Analyst,HR,Medium
4837,Feeling productive today.,3,0.0,Data Analyst,Marketing,Low
4838,Feeling extremely stressed out.,4,-0.12,Software Engineer,HR,High
4839,Work is going smoothly.,4,0.4,Software Engineer,Marketing,Low
4840,Had a good meeting with the team.,7,0.7,Manager,HR,Low
4841,Loving the collaborative environment.,4,0.6,Sales Executive,Finance,Low
4842,Great job on the project!,5,1.0,Manager,Finance,Low
4843,Excited for the team outing!,5,0.47,Sales Executive,Sales,Low
4844,This deadline is impossible to meet.,6,-0.67,Manager,Finance,High
4845,I feel like quitting.,4,0.0,HR Specialist,IT,High
4846,Need a short break to refocus.,6,0.0,Software Engineer,Sales,Medium
4847,Had a good meeting with the team.,7,0.7,HR Specialist,Marketing,Low
4848,No work-life balance at all!,5,0.0,Manager,Finance,High
4849,Feeling a bit overwhelmed.,4,0.0,HR Specialist,Marketing,Medium
4850,Enjoying my work today!,4,0.62,Sales Executive,IT,Low
4851,No work-life balance at all!,5,0.0,HR Specialist,IT,High
4852,Great job on the project!,5,1.0,Sales Executive,IT,Low
4853,I feel like quitting.,4,0.0,Software Engineer,Sales,High
4854,Burned out and exhausted.,4,-0.4,Sales Executive,HR,High
4855,Excited for the team outing!,5,0.47,HR Specialist,HR,Low
4856,Feeling a bit overwhelmed.,4,0.0,HR Specialist,Marketing,Medium
4857,Deadlines are approaching fast.,4,0.1,Manager,IT,Medium
