EmployeeID,Age,Gender,Department,City,ExperienceYears,AnnualSalary,PerformanceScore,WeeklyHours,ProjectsCompleted,SatisfactionScore,CommuteKm,BMI,MonthlySalesK,DiscountPercent,JoinDate
505,30,Male,Marketing,Mumbai,9,482628,51,38.3,7,5.5,2.6,24.2,51.16,25,2021-07-29
506,36,Female,Marketing,Jaipur,17,996749,73,37.0,5,8.2,2.7,27.0,34.05,30,2020-05-11
507,18,Male,Marketing,Chennai,0,1367170,81,40.0,5,7.0,5.6,27.3,88.03,0,2021-10-14
508,28,Female,Finance,Bengaluru,6,1062775,60,37.4,4,6.6,25.8,29.9,301.75,30,2022-06-10
509,30,Female,Sales,Pune,8,634146,82,47.2,4,5.5,4.0,28.0,419.18,0,2025-02-10
510,28,Female,Sales,Pune,8,785089,76,41.5,5,6.6,5.1,27.8,149.0,10,2023-11-27
511,42,Female,Operations,Mumbai,19,580943,73,43.5,5,7.5,27.9,26.8,37.37,0,2025-03-28
512,32,Female,Sales,Mumbai,9,1293688,71,41.3,8,8.8,1.5,22.1,120.59,20,2024-12-23
513,43,Female,IT,Bengaluru,23,1547981,57,35.5,3,7.2,4.2,27.6,56.71,30,2021-05-11
514,25,Male,IT,Jaipur,3,687695,61,42.8,5,5.5,23.5,21.9,221.46,15,2023-09-04
515,38,Male,Sales,Jaipur,16,1174505,84,46.0,3,7.7,24.5,27.4,179.42,0,2024-03-05
516,34,Male,Sales,Jaipur,14,955800,76,40.5,5,5.7,4.9,27.1,136.3,0,2023-08-21
517,19,Male,Marketing,Hyderabad,0,766274,90,36.3,4,8.0,1.0,23.8,78.21,0,2022-12-25
518,37,Male,IT,Kolkata,18,1343188,79,48.5,6,7.3,4.1,20.9,217.71,0,2021-01-14
519,20,Female,IT,Bengaluru,0,612198,74,45.6,7,9.2,6.7,23.1,240.77,30,2024-10-13
520,40,Male,IT,Bengaluru,20,729951,75,40.5,5,7.1,1.3,17.6,240.21,15,2024-02-13
521,27,Male,Marketing,Chennai,7,937629,85,40.6,6,8.0,3.8,20.7,158.51,5,2022-04-20
522,40,Male,Marketing,Kolkata,18,2227967,63,36.8,7,3.4,9.0,27.7,70.66,10,2022-03-11
523,18,Male,Marketing,Chennai,0,1523138,62,43.3,4,6.6,1.0,26.1,221.67,10,2023-07-01
524,28,Female,Marketing,Pune,8,1198751,72,38.6,5,8.4,21.6,24.6,157.61,20,2020-11-13
525,45,Male,Operations,Mumbai,23,1404262,70,41.7,5,5.9,28.1,27.1,169.26,15,2023-10-22
526,43,Male,IT,Delhi,21,726437,62,39.1,5,6.1,18.3,25.1,219.38,20,2022-06-24
527,29,Male,Finance,Kolkata,8,1128128,63,47.4,4,9.2,10.4,20.6,106.28,20,2024-12-02
528,29,Female,Sales,Jaipur,9,871242,91,45.6,1,8.0,4.9,19.4,83.64,15,2023-11-15
529,31,Female,IT,Pune,12,3890529,78,40.2,2,8.7,2.0,21.0,240.0,0,2024-07-07
530,20,Male,Sales,Mumbai,0,906643,76,38.3,4,6.5,2.4,28.9,79.31,15,2024-10-25
531,30,Male,IT,Bengaluru,8,964093,70,45.9,7,5.1,8.2,15.7,199.17,25,2024-06-26
532,39,Male,Sales,Mumbai,19,586015,81,41.3,4,6.7,28.5,23.7,367.2,25,2022-07-27
533,29,Female,Finance,Bengaluru,8,822462,100,37.4,7,5.6,5.0,29.6,423.7,10,2024-05-26
534,33,Female,Sales,Jaipur,13,1202148,66,38.0,6,7.3,1.7,19.7,99.67,15,2020-05-18
535,48,Female,Sales,Jaipur,26,2193723,80,47.2,4,7.7,26.8,23.0,236.2,0,2020-05-06
536,29,Male,HR,Pune,6,1151583,71,45.9,4,6.1,3.5,23.3,137.08,5,2024-02-28
537,40,Male,Sales,Mumbai,18,1445873,90,44.6,8,6.4,2.5,24.1,200.58,30,2021-02-28
538,24,Female,Marketing,Delhi,3,1941077,70,43.7,2,8.3,1.3,28.0,149.79,20,2021-11-08
539,47,Male,Operations,Chennai,26,1337638,77,51.2,6,5.5,1.0,24.5,188.54,15,2025-04-02
540,38,Male,Sales,Bengaluru,15,486659,71,37.7,7,9.0,25.3,21.8,111.84,20,2025-01-26
541,21,Male,Marketing,Kolkata,0,437293,62,36.4,3,6.9,1.0,25.7,153.4,15,2022-09-05
542,27,Male,Sales,Bengaluru,5,1538143,93,32.3,4,9.4,14.3,26.7,132.21,5,2020-08-24
543,18,Male,Marketing,Pune,0,472467,83,42.2,5,7.7,1.0,19.9,114.17,0,2020-09-16
544,26,Female,Marketing,Bengaluru,5,714815,78,44.6,4,10.0,2.8,28.9,465.45,30,2021-03-27
545,26,Male,IT,Bengaluru,5,1223986,77,38.1,4,8.9,11.7,20.8,112.85,5,2024-09-19
546,38,Male,Sales,Delhi,19,740166,73,45.6,5,9.8,3.8,25.5,170.8,0,2020-05-02
547,31,Male,Sales,Jaipur,11,586503,88,45.3,5,6.4,5.1,29.2,220.59,10,2024-01-26
548,37,Female,IT,Pune,17,942909,65,44.2,2,7.1,38.7,21.4,73.66,10,2020-06-24
549,46,Male,Marketing,Hyderabad,25,2839797,74,37.3,7,8.4,4.6,28.2,111.66,15,2020-02-05
550,24,Female,Finance,Bengaluru,3,2106421,79,36.5,6,6.9,3.6,31.5,148.99,5,2020-10-27
551,41,Male,Sales,Jaipur,19,1076055,64,40.7,4,6.9,13.6,27.6,264.98,25,2020-04-01
552,27,Male,Finance,Mumbai,4,514038,69,42.4,6,5.1,1.9,18.1,64.57,10,2025-06-20
553,23,Male,Operations,Pune,3,1463356,82,42.8,5,5.0,5.1,24.2,267.4,20,2023-03-22
554,24,Female,IT,Pune,5,920924,63,36.3,3,4.1,4.8,20.5,100.12,0,2023-11-20
555,33,Male,Marketing,Mumbai,13,1042945,91,48.3,3,4.5,1.6,21.3,178.37,15,2023-10-12
556,29,Male,IT,Mumbai,8,1411970,72,46.6,6,7.2,1.5,24.0,86.82,15,2024-03-01
557,46,Male,Sales,Mumbai,26,745675,86,48.8,7,6.8,27.3,22.5,409.25,20,2020-08-08
558,35,Female,Operations,Jaipur,14,1747044,74,41.7,2,6.7,20.6,19.2,151.72,0,2023-04-30
559,23,Male,HR,Hyderabad,3,709780,66,44.1,4,8.6,22.3,21.3,134.18,10,2024-03-30
560,34,Male,HR,Chennai,12,599963,80,45.3,5,7.9,30.0,22.3,94.14,30,2022-11-07
561,33,Female,Operations,Bengaluru,10,1993670,72,51.4,5,4.2,4.2,23.5,284.1,15,2022-10-07
562,31,Male,IT,Chennai,10,714021,94,44.7,1,6.2,16.0,28.3,181.62,25,2021-10-06
563,34,Female,Operations,Chennai,11,1807085,73,44.3,7,6.2,10.6,22.3,245.14,5,2021-06-27
564,23,Male,IT,Bengaluru,1,941887,77,40.6,4,5.4,11.3,26.4,187.82,25,2021-06-22
565,24,Male,IT,Delhi,2,2152522,65,48.9,2,5.6,9.4,20.6,114.55,30,2024-04-13
566,28,Male,Sales,Delhi,7,1809935,100,37.7,5,7.6,6.4,20.1,102.08,20,2021-03-16
567,43,Male,IT,Chennai,20,832378,63,34.3,6,5.9,12.1,24.8,64.32,5,2023-03-18
568,40,Female,Operations,Chennai,17,588528,66,46.3,6,5.5,1.0,29.9,266.79,25,2021-04-14
569,31,Male,Marketing,Bengaluru,10,540628,80,43.3,4,7.7,3.1,27.3,217.71,10,2024-03-15
570,42,Female,Sales,Hyderabad,22,910629,87,43.3,4,9.5,9.4,25.3,174.12,30,2023-05-25
571,41,Male,Finance,Hyderabad,21,761565,61,39.8,5,6.0,4.0,26.3,229.03,15,2020-02-05
572,45,Female,IT,Jaipur,24,811752,74,44.2,10,5.0,4.8,22.3,90.86,30,2025-04-13
573,26,Female,HR,Bengaluru,4,692405,75,47.4,5,9.2,11.0,25.9,252.91,5,2024-03-26
574,24,Female,Marketing,Chennai,4,1058841,70,36.4,5,8.4,1.0,22.5,153.55,5,2022-06-15
575,35,Female,Finance,Jaipur,15,844390,71,48.5,8,9.4,25.5,24.3,105.95,10,2023-02-28
576,30,Female,IT,Chennai,11,574340,70,38.2,4,6.5,1.7,16.8,173.77,0,2021-10-12
577,29,Male,Operations,Bengaluru,6,868775,77,42.7,5,6.5,12.1,23.7,273.97,0,2025-03-15
578,35,Male,IT,Kolkata,15,1032232,82,47.9,3,7.8,2.4,26.2,161.69,20,2023-04-17
579,28,Female,IT,Hyderabad,9,2411485,67,50.0,4,8.1,2.9,24.5,472.87,5,2020-12-03
580,32,Male,Operations,Jaipur,9,476887,75,37.0,6,5.0,14.7,28.8,59.48,10,2022-12-22
581,42,Female,Operations,Hyderabad,20,986308,81,39.7,1,6.2,6.9,19.8,127.78,10,2024-10-17
582,21,Female,Sales,Bengaluru,1,4094910,78,39.7,5,5.4,29.7,32.3,150.44,10,2020-03-09
583,26,Female,Sales,Hyderabad,6,953239,63,41.7,5,5.0,7.3,25.5,39.17,25,2024-03-17
584,29,Female,Sales,Delhi,8,1206241,73,41.1,3,6.7,23.4,21.1,31.72,25,2023-06-11
585,32,Male,Operations,Chennai,11,567809,66,30.2,4,9.6,8.4,27.5,194.01,15,2020-04-01
586,32,Female,HR,Pune,13,517741,81,39.6,7,10.0,1.1,29.3,253.9,0,2021-01-15
587,28,Female,IT,Bengaluru,5,565314,87,38.4,3,8.6,16.1,19.5,109.55,10,2020-12-30
588,31,Male,Sales,Bengaluru,11,1107395,87,43.8,6,5.8,12.3,22.7,130.35,30,2020-12-15
589,47,Female,Sales,Kolkata,27,1201082,79,36.8,7,4.2,19.0,24.3,93.98,0,2025-03-03
590,41,Male,Finance,Chennai,19,965863,84,38.6,6,4.9,1.0,18.6,132.83,25,2025-01-23
591,47,Female,Sales,Pune,26,1140079,88,35.6,6,5.9,15.4,25.0,183.36,15,2021-09-06
592,50,Female,IT,Mumbai,28,1615241,80,34.4,6,3.6,26.1,23.8,202.06,10,2024-06-02
593,53,Male,IT,Chennai,32,1374035,68,39.1,5,7.1,1.1,27.2,65.19,30,2024-05-07
594,26,Female,Sales,Kolkata,5,1945730,83,38.5,1,7.1,1.7,22.7,205.02,30,2021-10-31
595,44,Female,IT,Chennai,24,980558,63,33.8,5,7.2,5.0,20.7,352.48,30,2022-03-26
596,42,Male,Finance,Hyderabad,20,1107067,67,37.8,5,4.9,1.0,29.3,339.27,5,2022-03-26
597,26,Male,Operations,Mumbai,6,1193633,57,39.2,3,4.7,1.0,24.2,242.43,15,2024-04-28
598,40,Female,IT,Jaipur,17,2572815,78,33.3,4,7.7,6.6,26.1,89.73,20,2024-01-30
599,38,Male,Marketing,Jaipur,18,1016350,67,40.4,5,5.8,1.0,18.4,106.87,15,2020-02-05
600,26,Male,IT,Pune,3,524916,77,37.1,4,8.1,26.8,28.2,111.83,20,2021-05-14
601,48,Male,IT,Chennai,29,1450345,64,40.0,5,10.0,16.6,28.9,138.25,25,2021-06-10
602,30,Male,Operations,Mumbai,7,1042046,58,43.8,2,8.9,2.9,26.1,278.31,25,2024-05-12
603,36,Female,IT,Hyderabad,13,477235,85,41.3,7,6.8,44.7,29.9,117.95,0,2023-12-23
604,31,Female,IT,Jaipur,10,724884,78,36.0,3,8.4,5.1,24.8,134.86,25,2022-10-18
605,36,Male,Marketing,Mumbai,16,774090,89,37.6,3,6.2,4.5,26.9,180.5,20,2023-04-12
606,36,Female,HR,Hyderabad,16,436460,83,36.6,4,7.9,58.1,26.1,163.91,5,2024-04-19
607,35,Male,IT,Bengaluru,15,723042,58,36.1,6,9.9,17.2,17.8,100.16,15,2021-04-06
608,38,Female,Marketing,Delhi,18,634518,65,44.8,4,6.1,28.5,25.1,106.11,15,2022-04-20
609,33,Female,Sales,Mumbai,11,1498034,77,35.4,3,5.5,1.1,22.6,89.23,30,2023-09-01
610,25,Male,Operations,Chennai,3,835129,82,41.4,3,7.4,1.0,25.6,173.87,25,2023-05-20
611,27,Female,Operations,Mumbai,5,443092,77,45.2,1,7.0,6.3,18.4,155.87,15,2020-05-24
612,37,Female,Sales,Pune,18,2263197,50,33.3,6,4.2,11.9,29.9,112.21,0,2020-10-25
613,40,Male,IT,Delhi,21,624669,61,37.1,7,6.9,14.2,28.1,129.4,30,2021-05-16
614,33,Male,Marketing,Hyderabad,13,1140455,65,35.9,3,7.3,5.4,28.3,57.39,15,2023-12-31
615,26,Male,Sales,Kolkata,4,1724007,78,41.8,6,8.4,8.5,24.8,330.08,15,2023-06-20
616,50,Female,IT,Chennai,28,2183845,59,33.8,8,5.5,13.3,24.9,84.16,5,2021-04-04
617,39,Male,IT,Jaipur,16,807133,86,35.5,3,8.7,3.8,23.1,156.46,30,2020-04-24
618,23,Female,Marketing,Bengaluru,1,700729,79,43.1,8,6.6,28.4,15.6,87.2,5,2021-04-11
619,33,Female,Finance,Pune,13,690326,91,39.0,7,7.6,2.9,29.2,145.49,20,2022-05-30
620,35,Male,IT,Jaipur,15,815763,71,45.8,4,6.2,4.0,28.5,183.8,20,2021-05-24
621,26,Male,Marketing,Delhi,7,1797209,87,37.6,5,8.5,4.4,26.2,329.26,25,2023-11-07
622,28,Male,IT,Hyderabad,5,580818,73,39.4,7,6.2,2.0,23.5,539.61,30,2020-11-19
623,29,Female,Operations,Kolkata,10,1694651,71,42.7,3,6.7,4.9,26.6,83.14,15,2021-09-22
624,25,Female,Sales,Pune,5,1098525,79,46.6,4,6.6,4.7,28.2,233.86,20,2024-02-22
625,34,Male,HR,Mumbai,15,850754,81,42.2,6,7.5,12.9,24.3,147.25,20,2023-04-15
626,30,Male,Marketing,Hyderabad,9,1197420,78,44.1,5,6.3,2.0,25.7,115.8,0,2022-06-16
627,33,Female,IT,Pune,12,2330887,88,47.4,7,8.4,17.8,23.5,207.43,10,2022-08-17
628,34,Female,IT,Hyderabad,12,414119,84,32.8,2,7.9,21.4,17.8,111.14,0,2025-05-19
629,18,Female,Finance,Mumbai,0,1016517,74,41.4,2,9.9,11.3,29.2,243.18,10,2022-08-11
630,18,Male,IT,Chennai,0,1487181,81,33.6,5,5.9,1.0,21.7,120.96,30,2021-04-01
631,21,Female,Finance,Chennai,2,968298,66,48.2,3,6.8,9.1,26.2,83.25,0,2021-11-01
632,45,Male,Sales,Hyderabad,23,1271417,58,43.2,9,6.1,17.7,25.5,166.79,5,2022-11-03
633,43,Male,Sales,Jaipur,20,1730610,66,41.7,3,8.5,7.8,27.1,176.59,0,2020-01-15
634,26,Female,Marketing,Mumbai,3,365890,82,33.1,6,3.4,3.9,26.3,187.69,5,2024-10-01
635,33,Male,Finance,Jaipur,11,1096805,87,42.1,4,7.5,33.0,26.6,221.61,0,2024-05-29
636,37,Male,HR,Hyderabad,16,825904,84,41.1,4,5.4,17.3,27.2,197.65,0,2020-01-31
637,29,Male,Operations,Jaipur,9,1558786,80,37.0,5,7.0,7.8,24.4,260.88,10,2023-09-06
638,18,Female,Finance,Bengaluru,0,1184898,68,46.2,6,6.9,4.0,18.1,175.64,10,2021-01-13
639,32,Female,IT,Hyderabad,12,753486,66,42.2,3,7.4,28.4,24.1,132.47,5,2021-01-08
640,44,Male,Sales,Jaipur,22,1548962,76,37.4,5,6.0,11.7,25.3,158.25,10,2023-09-04
641,35,Male,Operations,Chennai,14,1006764,52,44.0,2,6.0,1.0,28.5,101.84,20,2020-09-15
642,51,Female,Sales,Delhi,28,905464,90,45.0,3,8.0,22.0,24.5,217.57,20,2024-05-16
643,42,Female,Sales,Bengaluru,23,662874,91,36.1,1,5.0,3.1,18.6,382.64,15,2024-10-23
644,33,Female,Marketing,Kolkata,13,958071,78,46.4,3,4.1,1.0,17.9,134.68,30,2020-11-24
645,34,Male,HR,Kolkata,12,1475294,56,39.5,5,8.8,34.7,29.1,78.79,25,2021-07-18
646,33,Female,Finance,Jaipur,10,1547930,73,42.6,7,8.8,16.8,31.3,239.34,25,2022-08-13
647,28,Male,IT,Mumbai,8,887357,77,48.9,6,7.7,17.6,25.2,559.81,10,2023-08-04
648,24,Male,Operations,Mumbai,3,979898,74,40.7,2,6.5,21.0,38.2,145.31,20,2022-02-08
649,20,Male,Sales,Mumbai,0,1237966,62,39.8,4,8.3,6.0,22.1,220.5,30,2022-06-20
650,39,Male,Sales,Kolkata,20,948936,64,41.4,4,9.7,19.4,29.7,718.02,10,2022-01-04
651,36,Female,Marketing,Chennai,14,371084,66,27.2,6,7.2,4.7,19.5,128.34,30,2020-12-18
652,41,Female,Marketing,Bengaluru,20,742968,58,40.3,6,7.0,23.3,21.8,146.65,15,2025-01-08
653,29,Male,Marketing,Hyderabad,7,1090475,79,48.5,3,5.1,2.7,28.2,52.58,25,2022-04-08
654,35,Male,Finance,Kolkata,14,621607,70,51.9,8,8.6,1.0,24.5,174.02,10,2020-02-23
655,18,Male,Sales,Bengaluru,0,879522,75,44.6,6,8.0,2.5,24.5,154.85,20,2024-12-24
656,39,Other,IT,Hyderabad,18,1382463,69,37.7,5,9.0,4.7,27.4,465.6,30,2023-01-07
657,29,Female,IT,Mumbai,10,1642568,72,44.4,2,2.9,7.5,20.6,162.61,20,2022-06-15
658,24,Male,Sales,Pune,2,1066899,75,46.5,3,8.2,3.5,23.6,179.0,30,2025-04-14
659,38,Female,Marketing,Hyderabad,18,495633,82,38.9,7,6.9,11.3,24.9,210.8,0,2024-05-05
660,43,Male,HR,Bengaluru,24,1148102,73,42.1,7,6.0,1.5,20.7,668.53,15,2024-07-06
661,22,Male,Operations,Hyderabad,0,1615320,83,37.2,7,6.1,50.9,26.2,184.56,30,2020-07-11
662,31,Female,Sales,Chennai,12,742278,74,42.2,5,5.7,1.0,22.9,59.32,15,2021-01-07
663,18,Female,Operations,Chennai,0,671747,69,32.6,3,7.4,9.3,24.7,237.47,10,2020-08-08
664,30,Male,Sales,Bengaluru,11,1871313,80,28.3,1,6.3,9.7,25.1,115.39,5,2025-05-20
665,35,Male,Sales,Jaipur,15,2436679,69,46.1,1,4.8,4.6,23.8,160.27,20,2022-12-04
666,25,Male,Marketing,Bengaluru,3,799286,82,40.1,7,5.7,7.9,24.7,119.44,30,2024-04-27
667,30,Male,Finance,Mumbai,7,1769136,89,39.7,7,6.9,1.0,19.6,116.84,20,2020-04-17
668,38,Female,IT,Delhi,18,864239,61,34.5,4,6.0,8.2,30.2,181.25,0,2025-03-03
669,20,Male,Operations,Bengaluru,0,767873,89,36.0,1,7.5,6.2,33.4,62.05,20,2023-10-01
670,32,Female,IT,Hyderabad,13,1156945,97,44.9,8,5.7,3.9,26.6,145.52,25,2023-11-19
671,23,Female,Sales,Mumbai,3,1651582,84,40.4,4,5.3,3.6,33.0,119.66,10,2024-10-18
672,29,Female,HR,Bengaluru,6,898383,72,48.1,4,6.3,3.1,24.9,228.39,30,2023-11-21
673,35,Female,HR,Jaipur,16,664005,68,40.8,4,3.7,5.0,20.4,123.67,25,2020-04-25
674,29,Male,Finance,Bengaluru,8,467495,78,37.9,7,6.0,2.1,22.5,161.05,0,2023-11-03
675,41,Male,IT,Chennai,18,603814,79,40.1,5,4.5,17.6,21.7,90.54,25,2020-03-13
676,30,Female,Operations,Hyderabad,10,1363530,73,40.1,3,7.0,12.2,35.7,121.37,15,2023-01-03
677,37,Male,IT,Kolkata,16,811086,70,52.3,4,8.0,14.9,28.0,158.52,15,2020-09-13
678,37,Male,HR,Jaipur,17,769789,67,37.3,5,6.8,2.9,21.8,101.06,30,2024-02-02
679,27,Female,Finance,Kolkata,7,769871,63,39.0,6,3.9,37.4,27.1,286.76,5,2021-03-20
680,24,Male,Operations,Jaipur,4,958389,92,45.4,5,5.9,12.3,18.3,221.1,5,2022-04-22
681,30,Male,IT,Pune,8,1337804,81,38.1,1,7.2,2.9,26.7,260.1,10,2023-04-09
682,40,Male,IT,Mumbai,19,1278578,68,43.0,3,8.3,9.9,22.3,233.21,10,2023-11-14
683,36,Male,IT,Jaipur,13,1570561,68,43.2,5,7.2,52.8,19.2,116.43,20,2021-01-07
684,31,Female,Operations,Chennai,11,697782,75,52.4,4,9.7,13.3,24.2,301.88,25,2024-06-11
685,36,Female,Operations,Kolkata,17,607931,73,46.8,4,7.3,4.6,24.0,56.41,25,2021-09-19
686,30,Female,Sales,Jaipur,9,976463,100,39.6,3,5.5,14.3,25.2,102.74,10,2024-07-02
687,18,Male,HR,Chennai,0,889479,72,40.8,2,7.6,13.2,23.7,102.57,0,2020-02-17
688,38,Male,Sales,Mumbai,15,1002111,58,47.1,7,8.2,24.8,21.3,208.52,0,2020-04-25
689,31,Female,Sales,Mumbai,8,558149,68,50.9,5,6.0,53.0,24.9,171.4,10,2024-02-07
690,25,Female,HR,Mumbai,2,493812,57,43.5,6,6.3,1.0,18.6,93.31,5,2020-11-28
691,20,Female,IT,Hyderabad,0,6148640,86,42.8,6,7.0,1.0,31.2,75.52,25,2020-05-03
692,22,Female,IT,Jaipur,0,415956,62,50.2,5,5.5,13.6,29.1,81.84,30,2021-10-15
693,20,Male,HR,Jaipur,0,504288,80,34.7,11,6.0,7.4,28.1,371.27,15,2022-07-15
694,40,Male,HR,Delhi,20,1259437,88,43.2,3,4.5,28.3,27.5,144.25,5,2020-02-14
695,28,Male,Marketing,Jaipur,9,549126,75,30.9,6,6.7,34.4,27.3,256.23,0,2025-05-13
696,31,Male,IT,Mumbai,10,739989,80,37.0,3,8.3,7.7,28.2,68.21,5,2021-03-04
697,44,Female,IT,Jaipur,23,983886,69,43.5,2,7.9,12.0,27.0,170.01,30,2021-05-25
698,24,Female,Marketing,Kolkata,1,476967,75,42.0,2,9.9,3.7,18.1,118.75,30,2024-04-25
699,32,Male,Finance,Pune,9,885915,80,37.6,8,5.1,11.1,35.0,185.52,25,2021-01-20
700,43,Male,Marketing,Bengaluru,20,659120,71,36.1,4,7.8,2.7,21.8,193.79,10,2022-08-10
701,37,Female,IT,Jaipur,17,706946,43,42.1,4,6.1,1.7,25.2,349.54,10,2020-10-17
702,27,Male,Sales,Chennai,8,611906,89,38.5,6,7.4,15.2,23.6,221.9,5,2020-07-07
703,33,Male,Sales,Mumbai,12,949168,48,35.7,5,8.6,20.2,30.7,141.28,30,2021-06-18
704,33,Female,Sales,Bengaluru,14,716826,78,40.5,5,5.6,4.1,27.4,136.55,5,2023-04-22
705,38,Female,Sales,Chennai,18,6556456,76,32.6,4,7.0,9.8,21.3,152.01,5,2024-03-24
706,27,Male,Operations,Hyderabad,6,1169650,69,36.8,5,6.5,32.5,25.7,42.49,25,2024-03-10
707,29,Female,Operations,Chennai,7,1262742,89,35.0,5,9.8,23.6,25.1,126.48,15,2023-05-17
708,33,Male,IT,Bengaluru,13,769727,52,44.1,5,8.2,12.5,26.7,125.06,25,2020-02-15
709,32,Male,Marketing,Bengaluru,9,678105,77,47.2,6,4.0,14.2,26.8,160.79,25,2020-11-09
710,34,Female,Sales,Jaipur,14,957554,84,30.6,7,7.1,4.0,21.3,134.61,0,2023-10-06
711,30,Female,IT,Pune,8,317143,95,48.7,2,7.3,1.0,32.2,105.9,15,2024-08-07
712,28,Female,IT,Chennai,7,590903,76,41.6,3,6.3,20.2,27.2,250.41,20,2022-04-15
713,27,Male,Marketing,Chennai,8,989392,83,38.7,3,5.1,48.7,32.0,86.11,25,2024-08-30
714,32,Female,Sales,Bengaluru,13,932602,55,44.3,3,3.6,16.2,21.5,366.1,15,2020-08-27
715,26,Male,Finance,Kolkata,5,676213,91,42.9,6,6.0,21.6,21.1,247.61,0,2025-01-03
716,35,Female,Finance,Hyderabad,12,1557058,63,42.3,7,7.1,1.0,23.7,92.91,30,2023-10-25
717,38,Male,HR,Kolkata,15,741523,78,48.7,5,4.5,12.1,18.4,202.36,0,2022-10-20
718,32,Male,Operations,Mumbai,12,1120346,77,36.1,6,7.9,21.3,26.1,174.13,15,2024-03-14
719,27,Male,Sales,Jaipur,7,1648453,86,43.1,7,4.7,5.9,25.9,48.89,25,2022-11-24
720,18,Male,Operations,Chennai,0,883632,76,35.2,6,6.9,2.3,18.7,125.06,5,2021-11-27
721,40,Male,Sales,Mumbai,20,981060,65,44.2,5,6.9,8.9,23.7,259.03,0,2022-05-07
722,26,Male,IT,Mumbai,7,749064,76,41.0,9,9.5,1.5,20.0,66.74,25,2021-02-06
723,18,Male,IT,Delhi,0,489818,86,39.8,4,5.8,1.0,27.9,155.26,20,2020-01-19
724,28,Female,Operations,Bengaluru,7,883749,92,44.1,7,5.7,19.5,20.8,98.83,20,2020-10-24
725,34,Male,Operations,Delhi,15,1357422,72,42.2,8,7.0,6.8,25.9,310.59,20,2024-09-08
726,41,Female,Finance,Kolkata,19,465284,62,36.9,2,7.2,1.0,20.3,240.43,25,2020-03-22
727,27,Other,IT,Chennai,7,742079,82,40.0,7,5.5,24.6,24.2,283.48,25,2023-05-24
728,21,Male,Finance,Jaipur,0,990551,64,48.1,4,9.8,10.8,21.2,118.23,5,2021-12-14
729,38,Male,Finance,Hyderabad,17,483298,73,35.9,3,7.7,2.5,18.7,292.0,20,2021-10-19
730,35,Female,Sales,Hyderabad,16,449604,85,39.8,3,7.0,3.8,29.1,174.58,5,2021-06-05
731,28,Other,Operations,Pune,8,618647,70,50.4,6,4.4,8.6,22.2,134.18,15,2023-07-10
732,43,Male,HR,Delhi,23,1304108,73,44.0,6,6.7,31.2,31.5,191.02,25,2023-03-06
733,36,Male,IT,Bengaluru,17,969461,76,42.8,7,7.5,9.7,22.6,117.78,30,2025-06-02
734,35,Male,Sales,Hyderabad,16,646978,68,42.9,4,4.6,30.0,19.1,204.91,30,2023-05-13
735,38,Male,Sales,Jaipur,16,713881,66,34.3,6,5.8,25.6,23.7,143.9,20,2021-12-02
736,28,Male,HR,Bengaluru,9,1165905,85,36.6,7,7.2,4.5,21.9,131.71,10,2025-01-14
737,34,Female,Operations,Bengaluru,14,981188,88,40.9,4,5.5,6.6,26.2,135.87,10,2022-01-20
738,38,Female,Sales,Bengaluru,16,581424,70,49.9,1,7.6,14.3,23.6,338.23,10,2020-10-17
739,37,Male,Sales,Mumbai,15,1703840,68,42.3,5,7.2,2.6,31.7,189.65,0,2021-07-05
740,35,Female,IT,Chennai,12,5602348,69,41.5,3,7.2,1.0,19.7,150.74,5,2020-12-08
741,37,Female,Sales,Chennai,15,709440,76,38.4,4,7.0,16.9,30.2,73.32,0,2021-08-11
742,19,Female,IT,Jaipur,0,676242,79,53.6,3,7.0,8.9,17.8,123.89,15,2020-09-15
743,34,Female,Operations,Mumbai,15,772398,68,37.9,3,7.1,6.9,25.2,177.28,30,2023-04-24
744,36,Male,HR,Bengaluru,15,686404,58,45.1,4,7.2,38.5,26.5,110.38,25,2025-03-04
745,39,Male,Finance,Kolkata,18,1564332,80,45.7,5,9.9,1.0,23.6,116.64,20,2020-12-05
746,36,Male,Marketing,Bengaluru,17,847704,75,38.7,3,6.2,5.5,27.4,316.99,15,2024-04-02
747,19,Female,IT,Mumbai,0,1308478,76,44.9,4,6.8,1.9,18.9,209.84,20,2022-02-25
748,32,Female,Marketing,Bengaluru,9,789759,81,39.1,5,8.1,2.1,36.4,218.97,5,2025-03-09
749,31,Male,Operations,Chennai,11,589529,70,49.4,1,7.5,13.1,21.2,162.94,30,2024-01-07
750,22,Male,IT,Pune,3,1462602,66,38.4,5,7.5,10.7,24.4,227.9,30,2020-10-30
751,18,Male,Operations,Delhi,0,906939,68,48.9,3,5.8,3.3,23.1,315.98,0,2022-06-11
752,25,Male,Finance,Chennai,5,1600944,80,44.7,5,5.7,22.7,22.3,85.31,5,2021-11-19
753,36,Male,Operations,Mumbai,16,957018,82,42.2,4,9.7,12.5,23.1,102.27,30,2022-01-21
754,25,Male,IT,Delhi,4,1223649,54,45.5,3,3.3,1.4,32.5,192.59,20,2020-05-26
755,36,Female,Finance,Delhi,13,407514,67,37.2,2,9.9,13.1,26.1,431.84,10,2025-05-03
756,26,Female,HR,Hyderabad,6,813778,74,40.3,3,9.9,1.9,27.4,206.48,10,2023-11-09
