data_version,age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,survey_day,imputation_method
v2.0,39,Male,B.Sc,20.0,Mid,SME,Tier-1,5,0,0,2,203064,53,2023-10-05,Contributed to open-source NLP repo,2023,10,5,Iterative
v2.0,29,Male,B.Sc,7.0,Senior,SME,Tier-1,7,1,0,2,118487,41,2023-01-08,No relevant project mentioned,2023,1,8,Iterative
v2.0,32,Male,B.Sc,8.0,Mid,Enterprise,Tier-2,4,1,1,7,104793,61,2023-12-30,Built ML pipeline for preprocessing,2023,12,30,Iterative
v2.0,34,Male,B.Sc,9.0,Junior,Enterprise,Tier-1,7,0,0,1,119637,53,2024-03-27,Contributed to open-source NLP repo,2024,3,27,Iterative
v2.0,31,Female,B.Sc,9.0,Junior,Enterprise,Tier-3,3,1,0,2,98052,55,2024-12-11,Experience in data cleaning and ETL,2024,12,11,Iterative
v2.0,27,Male,M.Sc,2.0,Mid,Startup,Tier-2,7,1,1,1,68822,52,2023-09-09,Experience in data cleaning and ETL,2023,9,9,Iterative
v2.0,31,Male,B.Sc,8.0,Junior,SME,Tier-2,2,1,1,1,104409,72,2023-01-18,Built ML pipeline for preprocessing,2023,1,18,Iterative
v2.0,36,Female,M.Eng,12.0,Mid,Enterprise,Remote,3,1,1,2,172306,50,2024-01-25,Built ML pipeline for preprocessing,2024,1,25,Iterative
v2.0,24,Male,B.Sc,3.0,Junior,SME,Tier-1,5,0,0,2,64674,47,2023-08-30,No relevant project mentioned,2023,8,30,Iterative
v2.0,31,Male,M.Sc,6.0,Senior,Enterprise,Tier-2,4,0,0,4,140865,52,2023-09-10,Built ML pipeline for preprocessing,2023,9,10,Iterative
v2.0,26,Female,B.Sc,4.0,Mid,Enterprise,Tier-1,5,1,0,4,430108,48,2023-01-04,Experience in data cleaning and ETL,2023,1,4,Iterative
v2.0,37,Male,B.Sc,12.0,Junior,SME,Remote,6,0,1,2,142832,65,2024-01-08,No relevant project mentioned,2024,1,8,Iterative
v2.0,21,Male,M.Sc,0.0,Senior,Startup,Tier-3,4,1,1,0,47572,59,2024-02-29,Worked on microservices deployment,2024,2,29,Iterative
v2.0,27,Female,B.Sc,3.0,Junior,SME,Tier-1,7,0,1,2,70543,62,2023-06-28,Built ML pipeline for preprocessing,2023,6,28,Iterative
v2.0,32,Female,B.Sc,10.0,Junior,Enterprise,Tier-2,5,3,0,2,125309,76,2023-01-12,No relevant project mentioned,2023,1,12,Iterative
v2.0,39,Female,B.Sc,12.0,Senior,SME,Tier-1,7,0,1,0,173504,57,2023-10-20,Worked on microservices deployment,2023,10,20,Iterative
v2.0,30,Male,M.Sc,8.0,Junior,Enterprise,Remote,7,1,0,0,114431,63,2023-09-16,Contributed to open-source NLP repo,2023,9,16,Iterative
v2.0,27,Male,M.Sc,4.5,Mid,SME,Tier-1,3,0,1,1,126504,43,2024-03-04,Built ML pipeline for preprocessing,2024,3,4,Iterative
v2.0,41,Male,B.Sc,19.0,Junior,SME,Tier-3,4,0,0,1,179571,42,2024-08-19,Worked on microservices deployment,2024,8,19,Iterative
v2.0,21,Male,M.Eng,0.0,Junior,SME,Tier-1,7,1,0,2,53396,60,2023-10-22,Built ML pipeline for preprocessing,2023,10,22,Iterative
v2.0,20,Male,B.Sc,0.0,Junior,SME,Tier-2,6,1,0,3,35472,62,2023-11-29,Contributed to open-source NLP repo,2023,11,29,Iterative
v2.0,33,Male,B.Sc,5.0,Mid,Enterprise,Remote,5,0,0,1,104966,50,2023-04-22,Worked on microservices deployment,2023,4,22,Iterative
v2.0,27,Female,M.Sc,0.0,Mid,Startup,Remote,3,1,0,6,58321,71,2023-07-25,Built ML pipeline for preprocessing,2023,7,25,Iterative
v2.0,24,Male,M.Sc,2.0,Junior,Startup,Tier-1,6,3,0,0,66220,48,2023-08-10,Contributed to open-source NLP repo,2023,8,10,Iterative
v2.0,34,Male,PhD,14.0,Junior,Enterprise,Tier-2,6,1,0,0,163817,51,2024-06-13,Built ML pipeline for preprocessing,2024,6,13,Iterative
v2.0,31,Male,B.Sc,4.0,Senior,Startup,Tier-1,6,1,0,2,88717,68,2023-01-13,Built ML pipeline for preprocessing,2023,1,13,Iterative
v2.0,27,Male,M.Sc,4.0,Lead,SME,Tier-2,5,1,1,5,121433,82,2023-09-27,Worked on microservices deployment,2023,9,27,Iterative
v2.0,22,Male,M.Sc,0.0,Mid,Startup,Tier-1,3,0,0,3,51578,53,2024-07-06,Experience in data cleaning and ETL,2024,7,6,Iterative
v2.0,35,Male,B.Sc+Cert,11.0,Senior,Startup,Tier-1,4,1,1,3,152199,53,2023-02-09,Built ML pipeline for preprocessing,2023,2,9,Iterative
v2.0,34,Male,B.Sc,9.0,Mid,SME,Tier-2,6,1,1,4,116842,65,2024-05-19,Built ML pipeline for preprocessing,2024,5,19,Iterative
v2.0,29,Male,M.Sc,4.0,Junior,Enterprise,Tier-1,8,1,0,3,108791,61,2024-08-23,Worked on microservices deployment,2024,8,23,Iterative
v2.0,41,Female,B.Sc,19.0,Junior,Startup,Tier-2,1,2,0,3,181790,53,2024-09-04,Worked on microservices deployment,2024,9,4,Iterative
v2.0,24,Female,B.Sc,1.0,Junior,Startup,Tier-1,3,0,0,5,42150,45,2023-08-03,Built ML pipeline for preprocessing,2023,8,3,Iterative
v2.0,21,Male,B.Sc,0.0,Senior,Startup,Tier-1,4,0,0,2,46069,61,2023-10-31,Contributed to open-source NLP repo,2023,10,31,Iterative
v2.0,26,Male,B.Sc,0.0,Mid,SME,Tier-3,8,2,1,5,42656,65,2024-06-05,No relevant project mentioned,2024,6,5,Iterative
v2.0,30,Female,M.Sc,10.0,Mid,Startup,Tier-1,7,0,0,0,138901,50,2024-12-29,Worked on microservices deployment,2024,12,29,Iterative
v2.0,31,Female,B.Sc+Cert,9.0,Junior,SME,Tier-1,5,1,0,5,116667,53,2023-05-01,Worked on microservices deployment,2023,5,1,Iterative
v2.0,29,Male,M.Sc,7.0,Mid,Enterprise,Tier-2,5,0,0,1,134502,70,2023-11-06,Built ML pipeline for preprocessing,2023,11,6,Iterative
v2.0,32,Female,M.Sc,7.0,Senior,SME,Tier-2,5,0,0,1,120484,83,2024-11-05,Built ML pipeline for preprocessing,2024,11,5,Iterative
v2.0,22,Male,B.Sc,0.0,Senior,Startup,Tier-2,9,1,1,6,58837,53,2024-10-25,Built ML pipeline for preprocessing,2024,10,25,Iterative
v2.0,39,Female,B.Sc,17.0,Junior,SME,Tier-1,7,1,0,0,187011,69,2023-11-01,No relevant project mentioned,2023,11,1,Iterative
v2.0,30,Other,B.Sc,9.0,Mid,Enterprise,Tier-1,5,1,0,3,125807,64,2024-03-01,Contributed to open-source NLP repo,2024,3,1,Iterative
v2.0,37,Male,B.Sc,13.0,Junior,SME,Remote,8,0,0,1,141389,69,2024-04-03,Contributed to open-source NLP repo,2024,4,3,Iterative
v2.0,32,Female,B.Sc,9.0,Mid,SME,Remote,4,0,1,0,117565,63,2024-08-18,Built ML pipeline for preprocessing,2024,8,18,Iterative
v2.0,33,Male,B.Sc,8.0,Mid,SME,Tier-1,6,1,0,6,128825,46,2023-07-21,Built ML pipeline for preprocessing,2023,7,21,Iterative
v2.0,33,Female,B.Sc,10.18,Junior,Startup,Tier-2,4,0,0,0,120369,59,2024-07-15,Worked on microservices deployment,2024,7,15,Iterative
v2.0,33,Male,B.Sc,10.0,Senior,SME,Tier-1,5,1,0,4,143535,61,2024-10-22,Experience in data cleaning and ETL,2024,10,22,Iterative
v2.0,34,Female,B.Sc,13.0,Junior,Enterprise,Tier-1,4,1,0,2,147920,48,2024-02-16,Built ML pipeline for preprocessing,2024,2,16,Iterative
v2.0,38,Male,B.Sc,16.0,Senior,SME,Tier-1,4,0,1,4,194807,66,2023-08-08,Built ML pipeline for preprocessing,2023,8,8,Iterative
v2.0,31,Male,B.Sc,8.0,Junior,SME,Tier-2,2,1,0,3,99747,63,2023-06-04,Worked on microservices deployment,2023,6,4,Iterative
v2.0,34,Male,B.Sc+Cert,11.0,Mid,SME,Tier-1,6,1,1,2,156565,54,2024-08-31,Worked on microservices deployment,2024,8,31,Iterative
v2.0,29,Female,B.Sc+Cert,7.0,Senior,Startup,Remote,8,0,0,6,109534,48,2023-11-20,Experience in data cleaning and ETL,2023,11,20,Iterative
v2.0,39,Female,M.Sc,16.0,Junior,Startup,Tier-2,5,2,0,2,139924,46,2024-09-02,Worked on microservices deployment,2024,9,2,Iterative
v2.0,26,Female,B.Sc,4.0,Mid,Enterprise,Tier-1,9,0,1,4,102615,54,2023-12-06,Contributed to open-source NLP repo,2023,12,6,Iterative
v2.0,41,Female,M.Sc,18.0,Mid,Enterprise,Tier-3,5,1,0,3,199237,63,2024-01-25,No relevant project mentioned,2024,1,25,Iterative
v2.0,30,Male,M.Eng,6.0,Junior,Enterprise,Tier-1,2,0,1,1,111445,56,2023-07-05,Built ML pipeline for preprocessing,2023,7,5,Iterative
v2.0,21,Male,M.Sc,-0.8,Mid,Enterprise,Tier-2,5,1,0,2,78609,57,2023-05-14,No relevant project mentioned,2023,5,14,Iterative
v2.0,31,Male,B.Sc,11.0,Mid,SME,Tier-1,5,1,1,2,144116,51,2023-05-27,Built ML pipeline for preprocessing,2023,5,27,Iterative
v2.0,26,Male,M.Sc,7.0,Senior,Startup,Tier-1,1,0,0,3,99877,65,2023-04-23,Worked on microservices deployment,2023,4,23,Iterative
v2.0,35,Male,M.Eng,13.0,Senior,SME,Tier-1,5,1,0,2,191320,78,2024-06-12,Worked on microservices deployment,2024,6,12,Iterative
v2.0,26,Male,M.Sc,3.64,Mid,Startup,Tier-1,4,0,0,0,77431,68,2024-03-08,Built ML pipeline for preprocessing,2024,3,8,Iterative
v2.0,27,Male,M.Sc,3.0,Mid,Enterprise,Tier-1,5,1,0,0,114054,62,2024-01-22,Contributed to open-source NLP repo,2024,1,22,Iterative
v2.0,20,Male,B.Sc,0.0,Senior,Enterprise,Tier-1,5,2,1,1,84021,78,2024-01-01,Contributed to open-source NLP repo,2024,1,1,Iterative
v2.0,27,Male,B.Sc,7.0,Mid,Enterprise,Remote,3,0,0,0,102073,59,2023-02-03,No relevant project mentioned,2023,2,3,Iterative
v2.0,20,Male,B.Sc,0.0,Junior,SME,Tier-1,5,0,1,2,38571,61,2023-03-03,Worked on microservices deployment,2023,3,3,Iterative
v2.0,20,Female,M.Sc,0.0,Mid,Startup,Tier-1,4,1,0,1,50413,65,2024-03-19,No relevant project mentioned,2024,3,19,Iterative
v2.0,35,Female,B.Sc,11.0,Senior,Startup,Remote,5,2,0,5,138971,52,2023-07-15,Built ML pipeline for preprocessing,2023,7,15,Iterative
v2.0,35,Female,B.Sc,16.0,Mid,SME,Tier-2,3,1,1,3,171468,66,2023-03-28,Experience in data cleaning and ETL,2023,3,28,Iterative
v2.0,33,Male,B.Sc,9.0,Mid,SME,Tier-2,4,1,1,0,105033,76,2024-09-26,Experience in data cleaning and ETL,2024,9,26,Iterative
v2.0,24,Male,B.Sc,2.04,Junior,SME,Tier-1,4,2,0,0,43221,59,2023-09-11,Worked on microservices deployment,2023,9,11,Iterative
v2.0,30,Female,B.Sc,6.0,Lead,Enterprise,Tier-2,4,2,1,3,143023,74,2023-05-07,No relevant project mentioned,2023,5,7,Iterative
v2.0,30,Male,M.Sc,8.0,Mid,Enterprise,Tier-1,7,3,1,4,165831,80,2023-06-11,Experience in data cleaning and ETL,2023,6,11,Iterative
v2.0,23,Male,M.Sc,1.0,Mid,Startup,Tier-2,4,2,1,3,55229,59,2023-11-12,Worked on microservices deployment,2023,11,12,Iterative
v2.0,39,Male,B.Sc,16.0,Junior,Startup,Remote,5,2,1,2,165628,51,2023-06-21,Worked on microservices deployment,2023,6,21,Iterative
v2.0,35,Male,B.Sc,11.0,Junior,SME,Tier-2,5,2,1,0,120656,42,2024-02-03,Built ML pipeline for preprocessing,2024,2,3,Iterative
v2.0,29,Male,B.Sc,5.0,Senior,Startup,Tier-1,4,0,0,2,83482,50,2023-11-27,Worked on microservices deployment,2023,11,27,Iterative
v2.0,30,Male,B.Sc+Cert,7.3,Lead,Enterprise,Tier-2,9,1,1,3,168095,80,2023-12-25,Built ML pipeline for preprocessing,2023,12,25,Iterative
v2.0,31,Male,B.Sc,4.0,Junior,SME,Tier-2,7,1,0,0,58864,58,2023-09-09,Experience in data cleaning and ETL,2023,9,9,Iterative
v2.0,20,Male,B.Sc,0.0,Junior,Startup,Tier-2,3,1,0,2,23238,59,2023-01-09,Experience in data cleaning and ETL,2023,1,9,Iterative
v2.0,29,Male,B.Sc,8.0,Mid,SME,Tier-2,6,2,0,0,112170,61,2023-08-27,Built ML pipeline for preprocessing,2023,8,27,Iterative
v2.0,26,Female,M.Sc,3.0,Junior,SME,Tier-2,10,1,1,2,76844,66,2023-02-04,Worked on microservices deployment,2023,2,4,Iterative
v2.0,24,Male,B.Sc+Cert,3.0,Junior,Enterprise,Tier-2,10,0,0,2,79355,59,2024-09-07,Built ML pipeline for preprocessing,2024,9,7,Iterative
v2.0,28,Male,M.Eng,9.0,Senior,Startup,Remote,5,2,1,2,154708,60,2024-01-18,Experience in data cleaning and ETL,2024,1,18,Iterative
v2.0,41,Female,M.Sc,21.0,Senior,Enterprise,Tier-3,7,0,0,1,239509,63,2024-10-30,Contributed to open-source NLP repo,2024,10,30,Iterative
v2.0,34,Male,B.Sc,10.0,Junior,SME,Tier-1,4,1,0,2,111316,47,2024-11-16,Experience in data cleaning and ETL,2024,11,16,Iterative
v2.0,27,Male,B.Sc,2.0,Mid,Enterprise,Tier-3,7,0,0,7,54995,47,2024-12-10,Experience in data cleaning and ETL,2024,12,10,Iterative
v2.0,33,Male,B.Sc,10.0,Junior,Startup,Tier-1,2,0,0,2,101213,46,2024-12-23,Built ML pipeline for preprocessing,2024,12,23,Iterative
v2.0,38,Male,B.Sc,12.0,Junior,SME,Tier-3,5,1,1,3,131191,50,2024-12-30,Worked on microservices deployment,2024,12,30,Iterative
v2.0,36,Male,B.Sc,10.0,Junior,SME,Tier-1,4,3,0,0,116925,54,2023-07-20,Worked on microservices deployment,2023,7,20,Iterative
v2.0,30,Female,B.Sc,7.43,Mid,SME,Tier-2,5,2,1,2,89577,46,2023-08-21,Contributed to open-source NLP repo,2023,8,21,Iterative
v2.0,26,Male,B.Sc,3.0,Junior,Enterprise,Tier-3,5,1,0,0,60987,51,2024-09-19,Experience in data cleaning and ETL,2024,9,19,Iterative
v2.0,34,Male,B.Sc,13.0,Mid,SME,Tier-1,3,2,1,0,173841,59,2024-05-10,Built ML pipeline for preprocessing,2024,5,10,Iterative
v2.0,32,Male,M.Sc,10.0,Junior,Enterprise,Tier-3,5,0,1,1,116687,70,2023-03-18,Experience in data cleaning and ETL,2023,3,18,Iterative
v2.0,35,Male,M.Eng,15.0,Junior,Startup,Tier-2,5,1,0,1,157265,68,2023-08-06,Contributed to open-source NLP repo,2023,8,6,Iterative
v2.0,34,Male,M.Sc,12.0,Junior,Enterprise,Tier-1,4,2,0,2,178039,59,2024-01-09,Worked on microservices deployment,2024,1,9,Iterative
v2.0,36,Male,B.Sc,10.0,Senior,Startup,Tier-2,6,0,0,2,133903,64,2023-02-22,Built ML pipeline for preprocessing,2023,2,22,Iterative
v2.0,27,Male,M.Sc,6.0,Mid,Enterprise,Remote,5,0,0,4,107600,62,2024-08-18,Contributed to open-source NLP repo,2024,8,18,Iterative
v2.0,38,Male,B.Sc,19.0,Senior,Enterprise,Tier-1,4,0,0,1,256571,58,2023-09-15,Worked on microservices deployment,2023,9,15,Iterative
v2.0,31,Male,M.Sc,8.0,Mid,SME,Tier-2,5,4,1,3,132835,64,2023-05-12,No relevant project mentioned,2023,5,12,Iterative
v2.0,42,Male,B.Sc,23.0,Junior,SME,Tier-3,5,5,1,2,253800,59,2024-12-11,No relevant project mentioned,2024,12,11,Iterative
v2.0,26,Female,PhD,3.0,Mid,SME,Remote,5,1,0,4,93039,59,2024-01-30,Contributed to open-source NLP repo,2024,1,30,Iterative
v2.0,40,Male,B.Sc,18.0,Junior,Startup,Tier-3,4,3,1,2,163784,59,2024-08-17,Worked on microservices deployment,2024,8,17,Iterative
v2.0,31,Male,B.Sc,9.0,Mid,SME,Tier-2,2,0,0,0,108377,59,2023-09-06,Built ML pipeline for preprocessing,2023,9,6,Iterative
v2.0,26,Male,B.Sc+Cert,7.0,Junior,SME,Remote,5,1,0,2,86052,59,2024-02-02,Built ML pipeline for preprocessing,2024,2,2,Iterative
v2.0,27,Female,B.Sc,5.0,Junior,Enterprise,Tier-3,4,0,0,2,76556,59,2023-03-10,Worked on microservices deployment,2023,3,10,Iterative
v2.0,28,Male,M.Sc,4.0,Mid,Enterprise,Tier-3,7,1,0,6,84136,43,2024-10-15,Built ML pipeline for preprocessing,2024,10,15,Iterative
v2.0,33,Male,M.Sc,15.0,Mid,Enterprise,Tier-1,9,0,0,0,208081,69,2024-02-27,Built ML pipeline for preprocessing,2024,2,27,Iterative
v2.0,33,Female,M.Eng,10.0,Lead,SME,Tier-1,4,1,0,3,218883,62,2024-10-13,Built ML pipeline for preprocessing,2024,10,13,Iterative
v2.0,27,Female,PhD,3.0,Mid,Enterprise,Tier-2,8,0,1,2,101134,52,2023-12-06,Built ML pipeline for preprocessing,2023,12,6,Iterative
v2.0,30,Male,PhD,7.0,Mid,SME,Tier-2,5,1,1,1,121909,53,2024-01-09,No relevant project mentioned,2024,1,9,Iterative
v2.0,43,Male,B.Sc,20.0,Junior,SME,Tier-1,7,0,1,4,197339,65,2023-10-01,Worked on microservices deployment,2023,10,1,Iterative
v2.0,40,Female,M.Eng,19.0,Lead,SME,Tier-1,2,1,0,4,255186,54,2023-09-14,Worked on microservices deployment,2023,9,14,Iterative
v2.0,33,Other,M.Sc,7.0,Mid,Enterprise,Tier-2,3,3,0,3,119093,63,2024-05-30,Worked on microservices deployment,2024,5,30,Iterative
v2.0,30,Female,M.Sc,8.0,Mid,Enterprise,Tier-1,4,4,0,0,159599,64,2023-09-25,Contributed to open-source NLP repo,2023,9,25,Iterative
v2.0,31,Male,B.Sc,11.0,Junior,SME,Tier-1,10,0,1,1,146314,59,2023-12-23,Experience in data cleaning and ETL,2023,12,23,Iterative
v2.0,34,Male,B.Sc,12.0,Mid,Enterprise,Tier-1,7,1,0,0,174155,68,2023-11-04,Worked on microservices deployment,2023,11,4,Iterative
v2.0,24,Male,PhD,0.0,Junior,SME,Tier-3,7,4,0,1,51450,43,2024-08-24,Contributed to open-source NLP repo,2024,8,24,Iterative
v2.0,28,Female,B.Sc+Cert,4.0,Mid,Enterprise,Tier-2,4,1,0,2,83688,38,2024-06-10,Worked on microservices deployment,2024,6,10,Iterative
v2.0,20,Male,B.Sc,0.0,Senior,SME,Tier-1,7,0,1,2,76278,68,2024-10-09,Worked on microservices deployment,2024,10,9,Iterative
v2.0,32,Male,B.Sc,11.0,Lead,Startup,Tier-1,3,1,0,3,123501,55,2024-11-24,Worked on microservices deployment,2024,11,24,Iterative
v2.0,34,Female,B.Sc,9.0,Mid,SME,Tier-2,5,3,1,2,113702,64,2024-05-05,No relevant project mentioned,2024,5,5,Iterative
v2.0,27,Male,B.Sc,2.0,Senior,SME,Tier-3,5,3,0,2,78973,61,2024-09-30,Worked on microservices deployment,2024,9,30,Iterative
v2.0,39,Female,M.Sc,16.0,Junior,SME,Tier-2,2,2,1,2,183321,54,2024-09-29,Built ML pipeline for preprocessing,2024,9,29,Iterative
v2.0,23,Male,B.Sc,0.0,Senior,SME,Tier-1,5,1,0,1,71731,59,2024-12-07,Contributed to open-source NLP repo,2024,12,7,Iterative
v2.0,21,Male,B.Sc,0.0,Mid,SME,Tier-2,11,0,1,1,50520,65,2023-07-17,Contributed to open-source NLP repo,2023,7,17,Iterative
v2.0,31,Male,B.Sc,3.0,Mid,Enterprise,Remote,5,0,0,0,76176,59,2023-12-17,Worked on microservices deployment,2023,12,17,Iterative
v2.0,36,Female,B.Sc,15.0,Senior,Enterprise,Tier-1,10,3,0,4,208944,55,2023-08-06,Built ML pipeline for preprocessing,2023,8,6,Iterative
v2.0,40,Male,B.Sc+Cert,17.0,Senior,SME,Tier-2,6,1,0,5,209643,67,2023-01-08,Built ML pipeline for preprocessing,2023,1,8,Iterative
v2.0,27,Male,M.Sc,2.0,Junior,Enterprise,Tier-1,9,0,0,3,77398,58,2023-08-19,Built ML pipeline for preprocessing,2023,8,19,Iterative
v2.0,36,Female,B.Sc,12.71,Senior,SME,Tier-1,5,2,1,2,165307,73,2024-12-03,Contributed to open-source NLP repo,2024,12,3,Iterative
v2.0,30,Male,B.Sc,8.0,Junior,Enterprise,Tier-1,3,0,1,2,109900,55,2023-04-03,Built ML pipeline for preprocessing,2023,4,3,Iterative
v2.0,29,Male,B.Sc,6.0,Senior,SME,Tier-2,6,0,1,2,113363,46,2024-10-18,Worked on microservices deployment,2024,10,18,Iterative
v2.0,35,Male,PhD,14.0,Mid,Startup,Tier-1,6,1,0,0,162762,68,2023-01-16,Built ML pipeline for preprocessing,2023,1,16,Iterative
v2.0,34,Male,B.Sc,14.0,Junior,Startup,Tier-1,3,1,0,1,116197,67,2024-09-16,Built ML pipeline for preprocessing,2024,9,16,Iterative
v2.0,21,Male,B.Sc,1.0,Mid,Enterprise,Tier-1,5,1,1,7,71686,59,2023-07-15,No relevant project mentioned,2023,7,15,Iterative
v2.0,39,Male,B.Sc,15.35,Mid,SME,Tier-1,7,2,1,0,204760,56,2024-04-08,Contributed to open-source NLP repo,2024,4,8,Iterative
v2.0,38,Male,M.Sc,14.0,Mid,Enterprise,Tier-2,1,0,0,2,162067,67,2023-07-24,Built ML pipeline for preprocessing,2023,7,24,Iterative
v2.0,26,Male,M.Sc,2.0,Junior,SME,Tier-1,5,0,1,5,56545,52,2024-08-02,Contributed to open-source NLP repo,2024,8,2,Iterative
v2.0,32,Male,M.Sc,8.0,Junior,SME,Tier-1,2,2,1,1,123163,60,2023-05-07,Built ML pipeline for preprocessing,2023,5,7,Iterative
v2.0,33,Male,B.Sc,12.0,Senior,Startup,Tier-3,5,2,0,2,130584,59,2023-06-09,No relevant project mentioned,2023,6,9,Iterative
v2.0,32,Male,B.Sc,6.0,Junior,Enterprise,Tier-2,5,0,0,4,87347,58,2024-05-15,Worked on microservices deployment,2024,5,15,Iterative
v2.0,27,Male,B.Sc,4.0,Mid,Startup,Tier-2,5,1,0,2,69327,54,2024-04-10,No relevant project mentioned,2024,4,10,Iterative
v2.0,26,Male,M.Sc,3.4,Mid,Enterprise,Tier-1,8,1,1,3,90201,66,2024-05-12,Worked on microservices deployment,2024,5,12,Iterative
v2.0,30,Male,B.Sc,5.0,Junior,SME,Tier-2,3,3,0,1,77974,59,2024-03-23,Experience in data cleaning and ETL,2024,3,23,Iterative
v2.0,37,Male,M.Sc,12.0,Mid,Enterprise,Tier-1,5,0,0,3,180855,62,2024-04-08,Built ML pipeline for preprocessing,2024,4,8,Iterative
v2.0,33,Female,B.Sc+Cert,14.0,Mid,Startup,Tier-1,2,1,1,0,156954,48,2023-12-08,Contributed to open-source NLP repo,2023,12,8,Iterative
v2.0,28,Male,B.Sc+Cert,3.0,Mid,Startup,Tier-2,5,4,1,0,65924,56,2024-05-22,Built ML pipeline for preprocessing,2024,5,22,Iterative
v2.0,35,Female,B.Sc,12.0,Mid,SME,Remote,5,0,1,2,165186,66,2024-10-25,Built ML pipeline for preprocessing,2024,10,25,Iterative
v2.0,20,Female,B.Sc,0.0,Mid,SME,Tier-2,10,0,0,1,47767,51,2023-10-11,Built ML pipeline for preprocessing,2023,10,11,Iterative
v2.0,37,Male,B.Sc,14.0,Junior,Startup,Tier-1,4,0,1,2,131643,50,2023-05-31,Built ML pipeline for preprocessing,2023,5,31,Iterative
v2.0,20,Male,M.Sc,0.0,Senior,Enterprise,Remote,4,0,0,1,103808,63,2024-07-28,Built ML pipeline for preprocessing,2024,7,28,Iterative
v2.0,28,Male,M.Eng,2.0,Junior,Startup,Tier-1,5,1,0,3,58776,60,2024-11-26,Contributed to open-source NLP repo,2024,11,26,Iterative
v2.0,23,Female,B.Sc,0.0,Lead,SME,Remote,4,2,0,0,82771,66,2023-08-01,Worked on microservices deployment,2023,8,1,Iterative
v2.0,22,Male,B.Sc,0.0,Mid,Startup,Tier-1,4,0,1,6,46516,67,2024-08-07,No relevant project mentioned,2024,8,7,Iterative
v2.0,37,Male,M.Eng,15.0,Senior,SME,Tier-1,4,0,1,1,210733,56,2023-11-18,Built ML pipeline for preprocessing,2023,11,18,Iterative
v2.0,27,Male,B.Sc+Cert,5.0,Mid,SME,Tier-2,2,0,0,2,89067,56,2024-10-27,Worked on microservices deployment,2024,10,27,Iterative
v2.0,32,Female,B.Sc,12.0,Junior,Startup,Remote,4,2,0,4,110869,46,2023-07-07,No relevant project mentioned,2023,7,7,Iterative
v2.0,30,Female,M.Sc,6.0,Senior,Enterprise,Remote,5,0,1,6,146286,58,2024-07-25,Built ML pipeline for preprocessing,2024,7,25,Iterative
v2.0,33,Male,B.Sc,8.0,Junior,SME,Tier-2,6,1,0,5,96909,66,2023-07-02,Experience in data cleaning and ETL,2023,7,2,Iterative
v2.0,30,Male,B.Sc,8.0,Junior,Enterprise,Tier-2,6,0,0,0,124263,59,2024-01-19,Built ML pipeline for preprocessing,2024,1,19,Iterative
v2.0,22,Male,B.Sc+Cert,0.0,Junior,Startup,Tier-2,6,0,0,3,26553,57,2023-01-25,Experience in data cleaning and ETL,2023,1,25,Iterative
v2.0,36,Male,M.Eng,10.0,Lead,SME,Tier-2,5,1,0,2,170564,69,2024-06-20,Worked on microservices deployment,2024,6,20,Iterative
v2.0,27,Female,M.Sc,2.0,Mid,Startup,Tier-3,6,1,0,3,57324,53,2023-11-10,No relevant project mentioned,2023,11,10,Iterative
v2.0,21,Male,B.Sc,1.0,Mid,Enterprise,Tier-1,3,1,1,2,65881,65,2023-02-07,Contributed to open-source NLP repo,2023,2,7,Iterative
v2.0,27,Male,M.Eng,4.82,Mid,SME,Tier-1,5,2,0,1,101226,73,2023-10-29,Built ML pipeline for preprocessing,2023,10,29,Iterative
v2.0,39,Male,B.Sc,13.0,Mid,Enterprise,Remote,5,0,1,5,155762,51,2024-01-04,No relevant project mentioned,2024,1,4,Iterative
v2.0,35,Female,B.Sc,15.0,Senior,SME,Remote,4,2,0,5,165821,69,2023-04-10,Contributed to open-source NLP repo,2023,4,10,Iterative
v2.0,28,Female,B.Sc,5.5,Mid,Enterprise,Tier-1,4,0,0,4,62379,56,2024-01-23,Experience in data cleaning and ETL,2024,1,23,Iterative
v2.0,28,Male,B.Sc,4.0,Senior,SME,Tier-1,8,1,1,3,102388,44,2024-10-20,Built ML pipeline for preprocessing,2024,10,20,Iterative
v2.0,28,Female,M.Sc,7.0,Junior,Startup,Remote,4,0,0,3,98340,71,2024-03-21,Experience in data cleaning and ETL,2024,3,21,Iterative
v2.0,42,Male,M.Sc,22.0,Junior,Startup,Tier-2,4,3,1,0,206946,60,2024-04-14,Contributed to open-source NLP repo,2024,4,14,Iterative
v2.0,32,Male,B.Sc,5.0,Mid,SME,Tier-2,3,1,1,3,67408,75,2023-02-24,Contributed to open-source NLP repo,2023,2,24,Iterative
v2.0,33,Male,B.Sc,10.0,Mid,SME,Tier-1,6,3,1,2,277650,62,2024-05-10,Worked on microservices deployment,2024,5,10,Iterative
v2.0,36,Male,B.Sc,14.0,Mid,Startup,Remote,3,0,1,1,154530,53,2024-08-06,No relevant project mentioned,2024,8,6,Iterative
v2.0,31,Male,B.Sc,7.0,Mid,Enterprise,Tier-1,4,1,0,4,115111,70,2023-05-07,Experience in data cleaning and ETL,2023,5,7,Iterative
