age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,role_seniority_encoded
34.0,Male,B.Sc,9.0,Junior,Enterprise,Tier-1,7.0,0.0,0.0,1.0,119637.0,53.0,2024-03-27,Contributed to open-source NLP repo,2024.0,3.0,0.0
31.0,Female,B.Sc,9.0,Junior,Enterprise,Tier-3,3.0,1.0,0.0,2.0,98052.0,55.0,2024-12-11,Experience in data cleaning and ETL,2024.0,12.0,0.0
27.0,Male,M.Sc,2.0,Mid,Startup,Tier-2,7.0,1.0,1.0,1.0,68822.0,52.0,2023-09-09,Experience in data cleaning and ETL,2023.0,9.0,1.0
31.0,Male,B.Sc,8.0,Junior,SME,Tier-2,2.0,1.0,1.0,1.0,104409.0,72.0,2023-01-18,Built ML pipeline for preprocessing,2023.0,1.0,0.0
36.0,Female,M.Eng,12.0,Mid,Enterprise,Remote,3.0,1.0,1.0,2.0,172306.0,50.0,2024-01-25,Built ML pipeline for preprocessing,2024.0,1.0,1.0
24.0,Male,B.Sc,3.0,Junior,SME,Tier-1,5.0,0.0,0.0,2.0,64674.0,47.0,2023-08-30,No relevant project mentioned,2023.0,8.0,0.0
31.0,Male,M.Sc,6.0,Senior,Enterprise,Tier-2,4.0,0.0,0.0,4.0,140865.0,52.0,2023-09-10,Built ML pipeline for preprocessing,2023.0,9.0,2.0
26.0,Female,B.Sc,4.0,Mid,Enterprise,Tier-1,5.0,1.4,0.0,4.0,430108.0,48.0,2023-01-04,Experience in data cleaning and ETL,2023.0,1.0,1.0
37.0,Male,B.Sc,12.0,Junior,SME,Remote,6.0,0.0,1.0,2.0,142832.0,65.0,2024-01-08,No relevant project mentioned,2024.0,1.0,0.0
21.0,Male,M.Sc,0.0,Senior,Startup,Tier-3,4.0,1.0,1.0,0.0,47572.0,59.0,2024-02-29,Worked on microservices deployment,2024.0,2.0,2.0
27.0,Female,B.Sc,3.0,Junior,SME,Tier-1,7.0,0.0,1.0,2.0,70543.0,62.0,2023-06-28,Built ML pipeline for preprocessing,2023.0,6.0,0.0
32.0,Female,B.Sc,10.0,Junior,Enterprise,Tier-2,5.0,3.0,0.0,2.0,125309.0,76.0,2023-01-12,No relevant project mentioned,2023.0,1.0,0.0
39.0,Female,B.Sc,12.0,Senior,SME,Tier-1,7.0,0.0,1.0,0.0,173504.0,57.0,2023-10-20,Worked on microservices deployment,2023.0,10.0,2.0
30.0,Male,M.Sc,8.0,Junior,Enterprise,Remote,7.0,1.0,0.0,0.0,114431.0,63.0,2023-09-16,Contributed to open-source NLP repo,2023.0,9.0,0.0
27.0,Male,M.Sc,9.4,Mid,SME,Tier-1,3.0,0.0,1.0,1.0,126504.0,43.0,2024-03-04,Built ML pipeline for preprocessing,2024.0,3.0,1.0
41.0,Male,B.Sc,19.0,Junior,SME,Tier-3,4.0,0.0,0.0,1.0,179571.0,42.0,2024-08-19,Worked on microservices deployment,2024.0,8.0,0.0
21.0,Male,M.Eng,0.0,Junior,SME,Tier-1,7.0,1.2,0.0,2.0,53396.0,60.0,2023-10-22,Built ML pipeline for preprocessing,2023.0,10.0,0.0
20.0,Male,B.Sc,0.0,Junior,SME,Tier-2,6.0,1.0,0.0,3.0,35472.0,62.0,2023-11-29,Contributed to open-source NLP repo,2023.0,11.0,0.0
33.0,Male,B.Sc,5.0,Mid,Enterprise,Remote,5.0,0.0,0.0,1.0,104966.0,50.0,2023-04-22,Worked on microservices deployment,2023.0,4.0,1.0
27.0,Female,M.Sc,0.0,Mid,Startup,Remote,3.0,1.0,0.0,6.0,58321.0,71.0,2023-07-25,Built ML pipeline for preprocessing,2023.0,7.0,1.0
24.0,Male,M.Sc,2.0,Junior,Startup,Tier-1,6.0,3.0,0.0,0.0,66220.0,48.0,2023-08-10,Contributed to open-source NLP repo,2023.0,8.0,0.0
34.0,Male,PhD,14.0,Junior,Enterprise,Tier-2,6.0,1.0,0.0,0.0,163817.0,51.0,2024-06-13,Built ML pipeline for preprocessing,2024.0,6.0,0.0
31.0,Male,B.Sc,4.0,Senior,Startup,Tier-1,6.0,0.8,0.0,2.0,88717.0,68.0,2023-01-13,Built ML pipeline for preprocessing,2023.0,1.0,2.0
27.0,Male,M.Sc,4.0,Lead,SME,Tier-2,5.0,1.0,1.0,5.0,121433.0,82.0,2023-09-27,Worked on microservices deployment,2023.0,9.0,3.0
22.0,Male,M.Sc,0.0,Mid,Startup,Tier-1,3.0,0.0,0.0,3.0,51578.0,53.0,2024-07-06,Experience in data cleaning and ETL,2024.0,7.0,1.0
35.0,Male,B.Sc+Cert,11.0,Senior,Startup,Tier-1,4.0,1.2,1.0,3.0,152199.0,53.0,2023-02-09,Built ML pipeline for preprocessing,2023.0,2.0,2.0
34.0,Male,B.Sc,9.0,Mid,SME,Tier-2,6.0,1.0,1.0,4.0,116842.0,65.0,2024-05-19,Built ML pipeline for preprocessing,2024.0,5.0,1.0
29.0,Male,M.Sc,4.0,Junior,Enterprise,Tier-1,8.0,1.0,0.0,3.0,108791.0,61.0,2024-08-23,Worked on microservices deployment,2024.0,8.0,0.0
41.0,Female,B.Sc,19.0,Junior,Startup,Tier-2,1.0,2.0,0.0,3.0,181790.0,53.0,2024-09-04,Worked on microservices deployment,2024.0,9.0,0.0
24.0,Female,B.Sc,1.0,Junior,Startup,Tier-1,3.0,0.0,0.0,5.0,42150.0,45.0,2023-08-03,Built ML pipeline for preprocessing,2023.0,8.0,0.0
21.0,Male,B.Sc,0.0,Senior,Startup,Tier-1,4.0,0.0,0.0,3.0,46069.0,61.0,2023-10-31,Contributed to open-source NLP repo,2023.0,10.0,2.0
26.0,Male,B.Sc,0.0,Mid,SME,Tier-3,8.0,2.0,1.0,5.0,42656.0,65.0,2024-06-05,No relevant project mentioned,2024.0,6.0,1.0
30.0,Female,M.Sc,10.0,Mid,Startup,Tier-1,7.0,0.0,0.0,0.0,138901.0,50.0,2024-12-29,Worked on microservices deployment,2024.0,12.0,1.0
31.0,Female,B.Sc+Cert,9.0,Junior,SME,Tier-1,5.0,1.0,0.0,5.0,116667.0,53.0,2023-05-01,Worked on microservices deployment,2023.0,5.0,0.0
29.0,Male,M.Sc,7.0,Mid,Enterprise,Tier-2,5.2,0.0,0.0,1.0,134502.0,70.0,2023-11-06,Built ML pipeline for preprocessing,2023.0,11.0,1.0
32.0,Female,M.Sc,7.0,Senior,SME,Tier-2,7.6,0.0,0.0,1.0,120484.0,83.0,2024-11-05,Built ML pipeline for preprocessing,2024.0,11.0,2.0
22.0,Male,B.Sc,0.0,Senior,Startup,Tier-2,9.0,1.0,1.0,6.0,58837.0,53.0,2024-10-25,Built ML pipeline for preprocessing,2024.0,10.0,2.0
39.0,Female,B.Sc,17.0,Junior,SME,Tier-1,7.0,1.0,0.0,0.0,187011.0,69.0,2023-11-01,No relevant project mentioned,2023.0,11.0,0.0
30.0,Other,B.Sc,9.0,Mid,Enterprise,Tier-1,5.0,1.0,0.0,3.0,125807.0,64.0,2024-03-01,Contributed to open-source NLP repo,2024.0,3.0,1.0
37.0,Male,B.Sc,13.0,Junior,SME,Remote,8.0,0.0,0.0,1.0,141389.0,69.0,2024-04-03,Contributed to open-source NLP repo,2024.0,4.0,0.0
32.0,Female,B.Sc,9.0,Mid,SME,Remote,4.0,0.0,1.0,0.0,117565.0,63.0,2024-08-18,Built ML pipeline for preprocessing,2024.0,8.0,1.0
33.0,Male,B.Sc,8.0,Mid,SME,Tier-1,6.0,1.0,0.0,6.0,128825.0,46.0,2023-07-21,Built ML pipeline for preprocessing,2023.0,7.0,1.0
33.0,Female,B.Sc,8.0,Junior,Startup,Tier-2,4.0,0.0,0.0,0.0,120369.0,63.2,2024-07-15,Worked on microservices deployment,2024.0,7.0,0.0
33.0,Male,B.Sc,10.0,Senior,SME,Tier-1,5.0,1.0,0.0,4.0,143535.0,61.0,2024-10-22,Experience in data cleaning and ETL,2024.0,10.0,2.0
34.0,Female,B.Sc,13.0,Junior,Enterprise,Tier-1,4.0,1.0,0.0,1.0,147920.0,48.0,2024-02-16,Built ML pipeline for preprocessing,2024.0,2.0,0.0
38.0,Male,B.Sc,16.0,Senior,SME,Tier-1,4.0,0.0,1.0,4.0,194807.0,66.0,2023-08-08,Built ML pipeline for preprocessing,2023.0,8.0,2.0
31.0,Male,B.Sc,8.0,Junior,SME,Tier-2,2.0,1.0,0.0,3.0,99747.0,63.0,2023-06-04,Worked on microservices deployment,2023.0,6.0,0.0
34.0,Male,B.Sc+Cert,11.0,Mid,SME,Tier-1,6.0,1.0,1.0,2.0,156565.0,54.0,2024-08-31,Worked on microservices deployment,2024.0,8.0,1.0
29.0,Female,B.Sc+Cert,7.0,Senior,Startup,Remote,8.0,0.0,0.0,6.0,109534.0,48.0,2023-11-20,Experience in data cleaning and ETL,2023.0,11.0,2.0
39.0,Female,M.Sc,16.0,Junior,Startup,Tier-2,5.0,2.0,0.0,1.6,139924.0,46.0,2024-09-02,Worked on microservices deployment,2024.0,9.0,0.0
26.0,Female,B.Sc,4.0,Mid,Enterprise,Tier-1,9.0,0.0,1.0,4.0,102615.0,54.0,2023-12-06,Contributed to open-source NLP repo,2023.0,12.0,1.0
41.0,Female,M.Sc,18.0,Mid,Enterprise,Tier-3,5.0,1.8,0.0,3.0,199237.0,63.0,2024-01-25,No relevant project mentioned,2024.0,1.0,1.0
30.0,Male,M.Eng,6.0,Junior,Enterprise,Tier-1,2.0,0.0,1.0,1.0,111445.0,56.0,2023-07-05,Built ML pipeline for preprocessing,2023.0,7.0,0.0
21.0,Male,M.Sc,3.6,Mid,Enterprise,Tier-2,4.0,1.0,0.0,2.0,78609.0,57.0,2023-05-14,No relevant project mentioned,2023.0,5.0,1.0
31.0,Male,B.Sc,11.0,Mid,SME,Tier-1,5.0,1.2,1.0,2.0,144116.0,51.0,2023-05-27,Built ML pipeline for preprocessing,2023.0,5.0,1.0
26.0,Male,M.Sc,7.0,Senior,Startup,Tier-1,1.0,0.0,0.0,3.0,99877.0,65.0,2023-04-23,Worked on microservices deployment,2023.0,4.0,2.0
35.0,Male,M.Eng,13.0,Senior,SME,Tier-1,5.0,1.0,0.0,2.8,191320.0,78.0,2024-06-12,Worked on microservices deployment,2024.0,6.0,2.0
26.0,Male,M.Sc,4.2,Mid,Startup,Tier-1,4.0,0.0,0.0,0.0,77431.0,68.0,2024-03-08,Built ML pipeline for preprocessing,2024.0,3.0,1.0
27.0,Male,M.Sc,3.0,Mid,Enterprise,Tier-1,4.4,1.0,0.0,0.0,114054.0,62.0,2024-01-22,Contributed to open-source NLP repo,2024.0,1.0,1.0
20.0,Male,B.Sc,0.0,Senior,Enterprise,Tier-1,5.6,2.0,1.0,1.0,84021.0,78.0,2024-01-01,Contributed to open-source NLP repo,2024.0,1.0,2.0
27.0,Male,B.Sc,7.0,Mid,Enterprise,Remote,3.0,0.0,0.0,0.0,102073.0,61.0,2023-02-03,No relevant project mentioned,2023.0,2.0,1.0
20.0,Male,B.Sc,0.0,Junior,SME,Tier-1,5.0,0.0,1.0,2.0,38571.0,61.0,2023-03-03,Worked on microservices deployment,2023.0,3.0,0.0
20.0,Female,M.Sc,0.0,Mid,Startup,Tier-1,4.0,1.0,0.0,1.0,50413.0,65.0,2024-03-19,No relevant project mentioned,2024.0,3.0,1.0
35.0,Female,B.Sc,11.0,Senior,Startup,Remote,4.2,2.0,0.0,5.0,138971.0,52.0,2023-07-15,Built ML pipeline for preprocessing,2023.0,7.0,2.0
35.0,Female,B.Sc,16.0,Mid,SME,Tier-2,3.0,1.0,1.0,3.0,171468.0,66.0,2023-03-28,Experience in data cleaning and ETL,2023.0,3.0,1.0
33.0,Male,B.Sc,9.0,Mid,SME,Tier-2,4.0,1.0,1.0,0.0,105033.0,76.0,2024-09-26,Experience in data cleaning and ETL,2024.0,9.0,1.0
24.0,Male,B.Sc,0.0,Junior,SME,Tier-1,4.0,2.0,0.0,0.0,43221.0,59.0,2023-09-11,Worked on microservices deployment,2023.0,9.0,0.0
30.0,Female,B.Sc,6.0,Lead,Enterprise,Tier-2,4.0,2.0,1.0,3.0,143023.0,74.0,2023-05-07,No relevant project mentioned,2023.0,5.0,3.0
30.0,Male,M.Sc,8.0,Mid,Enterprise,Tier-1,7.0,3.0,1.0,4.0,165831.0,80.0,2023-06-11,Experience in data cleaning and ETL,2023.0,6.0,1.0
23.0,Male,M.Sc,1.0,Mid,Startup,Tier-2,4.0,2.0,1.0,3.0,55229.0,59.4,2023-11-12,Worked on microservices deployment,2023.0,11.0,1.0
39.0,Male,B.Sc,16.0,Junior,Startup,Remote,5.0,2.0,1.0,3.0,165628.0,51.0,2023-06-21,Worked on microservices deployment,2023.0,6.0,0.0
35.0,Male,B.Sc,11.0,Junior,SME,Tier-2,5.0,2.0,1.0,0.0,120656.0,42.0,2024-02-03,Built ML pipeline for preprocessing,2024.0,2.0,0.0
29.0,Male,B.Sc,5.0,Senior,Startup,Tier-1,4.0,0.0,0.0,2.0,83482.0,50.0,2023-11-27,Worked on microservices deployment,2023.0,11.0,2.0
30.0,Male,B.Sc+Cert,12.8,Lead,Enterprise,Tier-2,9.0,1.0,1.0,3.0,168095.0,80.0,2023-12-25,Built ML pipeline for preprocessing,2023.0,12.0,3.0
31.0,Male,B.Sc,4.0,Junior,SME,Tier-2,7.0,1.0,0.0,0.0,58864.0,58.0,2023-09-09,Experience in data cleaning and ETL,2023.0,9.0,0.0
20.0,Male,B.Sc,0.0,Junior,Startup,Tier-2,3.0,1.0,0.0,2.0,23238.0,50.8,2023-01-09,Experience in data cleaning and ETL,2023.0,1.0,0.0
29.0,Male,B.Sc,8.0,Mid,SME,Tier-2,6.0,2.0,0.0,0.0,112170.0,61.0,2023-08-27,Built ML pipeline for preprocessing,2023.0,8.0,1.0
26.0,Female,M.Sc,3.0,Junior,SME,Tier-2,10.0,1.0,1.0,2.0,76844.0,66.0,2023-02-04,Worked on microservices deployment,2023.0,2.0,0.0
24.0,Male,B.Sc+Cert,3.0,Junior,Enterprise,Tier-2,10.0,0.0,0.0,2.0,79355.0,62.6,2024-09-07,Built ML pipeline for preprocessing,2024.0,9.0,0.0
28.0,Male,M.Eng,9.0,Senior,Startup,Remote,4.6,2.0,1.0,2.0,154708.0,60.0,2024-01-18,Experience in data cleaning and ETL,2024.0,1.0,2.0
41.0,Female,M.Sc,21.0,Senior,Enterprise,Tier-3,7.0,0.0,0.0,1.0,239509.0,63.0,2024-10-30,Contributed to open-source NLP repo,2024.0,10.0,2.0
34.0,Male,B.Sc,10.0,Junior,SME,Tier-1,4.0,1.0,0.0,2.0,111316.0,47.0,2024-11-16,Experience in data cleaning and ETL,2024.0,11.0,0.0
27.0,Male,B.Sc,2.0,Mid,Enterprise,Tier-3,7.0,0.0,0.0,7.0,54995.0,47.0,2024-12-10,Experience in data cleaning and ETL,2024.0,12.0,1.0
33.0,Male,B.Sc,10.0,Junior,Startup,Tier-1,2.0,0.0,0.0,2.0,101213.0,46.0,2024-12-23,Built ML pipeline for preprocessing,2024.0,12.0,0.0
38.0,Male,B.Sc,12.0,Junior,SME,Tier-3,5.0,1.0,1.0,3.0,131191.0,50.0,2024-12-30,Worked on microservices deployment,2024.0,12.0,0.0
36.0,Male,B.Sc,10.0,Junior,SME,Tier-1,4.0,3.0,0.0,0.0,116925.0,54.0,2023-07-20,Worked on microservices deployment,2023.0,7.0,0.0
30.0,Female,B.Sc,3.4,Mid,SME,Tier-2,7.0,2.0,1.0,2.0,89577.0,46.0,2023-08-21,Contributed to open-source NLP repo,2023.0,8.0,1.0
26.0,Male,B.Sc,3.0,Junior,Enterprise,Tier-3,4.6,1.0,0.0,0.0,60987.0,51.0,2024-09-19,Experience in data cleaning and ETL,2024.0,9.0,0.0
34.0,Male,B.Sc,13.0,Mid,SME,Tier-1,3.0,2.0,1.0,0.0,173841.0,58.6,2024-05-10,Built ML pipeline for preprocessing,2024.0,5.0,1.0
32.0,Male,M.Sc,10.0,Junior,Enterprise,Tier-3,5.0,0.0,1.0,1.0,116687.0,70.0,2023-03-18,Experience in data cleaning and ETL,2023.0,3.0,0.0
35.0,Male,M.Eng,15.0,Junior,Startup,Tier-2,5.0,1.0,0.0,1.0,157265.0,68.0,2023-08-06,Contributed to open-source NLP repo,2023.0,8.0,0.0
34.0,Male,M.Sc,12.0,Junior,Enterprise,Tier-1,4.0,2.0,0.0,2.0,178039.0,58.0,2024-01-09,Worked on microservices deployment,2024.0,1.0,0.0
36.0,Male,B.Sc,10.0,Senior,Startup,Tier-2,6.0,0.0,0.0,1.6,133903.0,64.0,2023-02-22,Built ML pipeline for preprocessing,2023.0,2.0,2.0
27.0,Male,M.Sc,6.0,Mid,Enterprise,Remote,5.8,0.0,0.0,4.0,107600.0,62.0,2024-08-18,Contributed to open-source NLP repo,2024.0,8.0,1.0
38.0,Male,B.Sc,19.0,Senior,Enterprise,Tier-1,4.0,0.0,0.0,1.0,256571.0,58.0,2023-09-15,Worked on microservices deployment,2023.0,9.0,2.0
31.0,Male,M.Sc,8.0,Mid,SME,Tier-2,5.0,4.0,1.0,3.0,132835.0,64.0,2023-05-12,No relevant project mentioned,2023.0,5.0,1.0
42.0,Male,B.Sc,23.0,Junior,SME,Tier-3,5.0,5.0,1.0,2.0,253800.0,59.4,2024-12-11,No relevant project mentioned,2024.0,12.0,0.0
26.0,Female,PhD,3.0,Mid,SME,Remote,5.0,1.0,0.0,4.0,93039.0,63.4,2024-01-30,Contributed to open-source NLP repo,2024.0,1.0,1.0
40.0,Male,B.Sc,18.0,Junior,Startup,Tier-3,4.0,3.0,1.0,2.6,163784.0,57.4,2024-08-17,Worked on microservices deployment,2024.0,8.0,0.0
31.0,Male,B.Sc,9.0,Mid,SME,Tier-2,2.0,0.0,0.0,0.0,108377.0,50.4,2023-09-06,Built ML pipeline for preprocessing,2023.0,9.0,1.0
26.0,Male,B.Sc+Cert,7.0,Junior,SME,Remote,5.0,1.0,0.0,2.0,86052.0,60.4,2024-02-02,Built ML pipeline for preprocessing,2024.0,2.0,0.0
27.0,Female,B.Sc,5.0,Junior,Enterprise,Tier-3,4.0,0.0,0.0,2.0,76556.0,56.2,2023-03-10,Worked on microservices deployment,2023.0,3.0,0.0
28.0,Male,M.Sc,4.0,Mid,Enterprise,Tier-3,7.0,1.0,0.0,6.0,84136.0,43.0,2024-10-15,Built ML pipeline for preprocessing,2024.0,10.0,1.0
33.0,Male,M.Sc,15.0,Mid,Enterprise,Tier-1,9.0,0.0,0.0,0.0,208081.0,69.0,2024-02-27,Built ML pipeline for preprocessing,2024.0,2.0,1.0
33.0,Female,M.Eng,10.0,Lead,SME,Tier-1,4.0,1.0,0.0,3.0,218883.0,62.0,2024-10-13,Built ML pipeline for preprocessing,2024.0,10.0,3.0
27.0,Female,PhD,3.0,Mid,Enterprise,Tier-2,8.0,0.0,1.0,2.0,101134.0,52.0,2023-12-06,Built ML pipeline for preprocessing,2023.0,12.0,1.0
30.0,Male,PhD,7.0,Mid,SME,Tier-2,5.0,1.0,1.0,1.0,121909.0,53.0,2024-01-09,No relevant project mentioned,2024.0,1.0,1.0
43.0,Male,B.Sc,20.0,Junior,SME,Tier-1,7.0,0.0,1.0,4.0,197339.0,65.0,2023-10-01,Worked on microservices deployment,2023.0,10.0,0.0
40.0,Female,M.Eng,19.0,Lead,SME,Tier-1,2.0,2.4,0.0,4.0,255186.0,54.0,2023-09-14,Worked on microservices deployment,2023.0,9.0,3.0
33.0,Other,M.Sc,7.0,Mid,Enterprise,Tier-2,3.0,3.0,0.0,3.0,119093.0,63.0,2024-05-30,Worked on microservices deployment,2024.0,5.0,1.0
30.0,Female,M.Sc,8.0,Mid,Enterprise,Tier-1,4.0,4.0,0.0,0.0,159599.0,64.0,2023-09-25,Contributed to open-source NLP repo,2023.0,9.0,1.0
31.0,Male,B.Sc,11.0,Junior,SME,Tier-1,10.0,0.0,1.0,1.0,146314.0,59.0,2023-12-23,Experience in data cleaning and ETL,2023.0,12.0,0.0
34.0,Male,B.Sc,12.0,Mid,Enterprise,Tier-1,7.0,1.0,0.0,0.0,174155.0,68.0,2023-11-04,Worked on microservices deployment,2023.0,11.0,1.0
24.0,Male,PhD,0.0,Junior,SME,Tier-3,7.0,4.0,0.0,1.0,51450.0,43.0,2024-08-24,Contributed to open-source NLP repo,2024.0,8.0,0.0
28.0,Female,B.Sc+Cert,4.0,Mid,Enterprise,Tier-2,4.0,1.0,0.0,2.8,83688.0,38.0,2024-06-10,Worked on microservices deployment,2024.0,6.0,1.0
20.0,Male,B.Sc,0.0,Senior,SME,Tier-1,7.0,0.0,1.0,2.0,76278.0,68.0,2024-10-09,Worked on microservices deployment,2024.0,10.0,2.0
32.0,Male,B.Sc,11.0,Lead,Startup,Tier-1,3.0,1.0,0.0,3.0,123501.0,55.0,2024-11-24,Worked on microservices deployment,2024.0,11.0,3.0
34.0,Female,B.Sc,9.0,Mid,SME,Tier-2,5.0,3.0,1.0,2.0,113702.0,64.0,2024-05-05,No relevant project mentioned,2024.0,5.0,1.0
27.0,Male,B.Sc,2.0,Senior,SME,Tier-3,4.4,3.0,0.0,2.0,78973.0,61.0,2024-09-30,Worked on microservices deployment,2024.0,9.0,2.0
39.0,Female,M.Sc,16.0,Junior,SME,Tier-2,2.0,2.0,1.0,2.0,183321.0,54.0,2024-09-29,Built ML pipeline for preprocessing,2024.0,9.0,0.0
23.0,Male,B.Sc,0.0,Senior,SME,Tier-1,5.0,1.0,0.0,1.0,71731.0,56.8,2024-12-07,Contributed to open-source NLP repo,2024.0,12.0,2.0
21.0,Male,B.Sc,0.0,Mid,SME,Tier-2,11.0,0.0,1.0,1.0,50520.0,65.0,2023-07-17,Contributed to open-source NLP repo,2023.0,7.0,1.0
31.0,Male,B.Sc,3.0,Mid,Enterprise,Remote,4.2,0.0,0.0,0.0,76176.0,61.4,2023-12-17,Worked on microservices deployment,2023.0,12.0,1.0
36.0,Female,B.Sc,15.0,Senior,Enterprise,Tier-1,10.0,3.0,0.0,4.0,208944.0,55.0,2023-08-06,Built ML pipeline for preprocessing,2023.0,8.0,2.0
40.0,Male,B.Sc+Cert,17.0,Senior,SME,Tier-2,6.0,1.0,0.0,5.0,209643.0,67.0,2023-01-08,Built ML pipeline for preprocessing,2023.0,1.0,2.0
27.0,Male,M.Sc,2.0,Junior,Enterprise,Tier-1,9.0,0.0,0.0,3.0,77398.0,58.0,2023-08-19,Built ML pipeline for preprocessing,2023.0,8.0,0.0
36.0,Female,B.Sc,14.0,Senior,SME,Tier-1,5.0,2.0,1.0,2.0,165307.0,73.0,2024-12-03,Contributed to open-source NLP repo,2024.0,12.0,2.0
30.0,Male,B.Sc,8.0,Junior,Enterprise,Tier-1,3.0,0.0,1.0,2.0,109900.0,55.0,2023-04-03,Built ML pipeline for preprocessing,2023.0,4.0,0.0
29.0,Male,B.Sc,6.0,Senior,SME,Tier-2,6.0,0.0,1.0,2.0,113363.0,46.0,2024-10-18,Worked on microservices deployment,2024.0,10.0,2.0
35.0,Male,PhD,14.0,Mid,Startup,Tier-1,6.0,1.0,0.0,0.0,162762.0,68.0,2023-01-16,Built ML pipeline for preprocessing,2023.0,1.0,1.0
34.0,Male,B.Sc,14.0,Junior,Startup,Tier-1,3.0,1.0,0.0,1.0,116197.0,67.0,2024-09-16,Built ML pipeline for preprocessing,2024.0,9.0,0.0
21.0,Male,B.Sc,1.0,Mid,Enterprise,Tier-1,7.0,1.0,1.0,7.0,71686.0,56.8,2023-07-15,No relevant project mentioned,2023.0,7.0,1.0
39.0,Male,B.Sc,19.2,Mid,SME,Tier-1,7.0,2.0,1.0,0.0,204760.0,56.0,2024-04-08,Contributed to open-source NLP repo,2024.0,4.0,1.0
38.0,Male,M.Sc,14.0,Mid,Enterprise,Tier-2,1.0,0.0,0.0,2.0,162067.0,67.0,2023-07-24,Built ML pipeline for preprocessing,2023.0,7.0,1.0
26.0,Male,M.Sc,2.0,Junior,SME,Tier-1,4.2,0.0,1.0,5.0,56545.0,52.0,2024-08-02,Contributed to open-source NLP repo,2024.0,8.0,0.0
32.0,Male,M.Sc,8.0,Junior,SME,Tier-1,2.0,2.0,1.0,1.0,123163.0,60.0,2023-05-07,Built ML pipeline for preprocessing,2023.0,5.0,0.0
33.0,Male,B.Sc,12.0,Senior,Startup,Tier-3,5.0,2.0,0.0,2.0,130584.0,56.4,2023-06-09,No relevant project mentioned,2023.0,6.0,2.0
32.0,Male,B.Sc,6.0,Junior,Enterprise,Tier-2,5.8,0.0,0.0,4.0,87347.0,58.0,2024-05-15,Worked on microservices deployment,2024.0,5.0,0.0
27.0,Male,B.Sc,4.0,Mid,Startup,Tier-2,3.8,1.0,0.0,2.0,69327.0,54.0,2024-04-10,No relevant project mentioned,2024.0,4.0,1.0
26.0,Male,M.Sc,4.6,Mid,Enterprise,Tier-1,8.0,1.0,1.0,3.0,90201.0,66.0,2024-05-12,Worked on microservices deployment,2024.0,5.0,1.0
30.0,Male,B.Sc,5.0,Junior,SME,Tier-2,3.0,3.0,0.0,1.0,77974.0,53.2,2024-03-23,Experience in data cleaning and ETL,2024.0,3.0,0.0
37.0,Male,M.Sc,12.0,Mid,Enterprise,Tier-1,5.0,0.0,0.0,3.0,180855.0,62.0,2024-04-08,Built ML pipeline for preprocessing,2024.0,4.0,1.0
33.0,Female,B.Sc+Cert,14.0,Mid,Startup,Tier-1,2.0,1.0,1.0,0.0,156954.0,48.0,2023-12-08,Contributed to open-source NLP repo,2023.0,12.0,1.0
28.0,Male,B.Sc+Cert,3.0,Mid,Startup,Tier-2,5.0,4.0,1.0,0.0,65924.0,56.0,2024-05-22,Built ML pipeline for preprocessing,2024.0,5.0,1.0
35.0,Female,B.Sc,12.0,Mid,SME,Remote,5.0,0.0,1.0,2.8,165186.0,66.0,2024-10-25,Built ML pipeline for preprocessing,2024.0,10.0,1.0
20.0,Female,B.Sc,0.0,Mid,SME,Tier-2,10.0,0.0,0.0,1.0,47767.0,51.0,2023-10-11,Built ML pipeline for preprocessing,2023.0,10.0,1.0
37.0,Male,B.Sc,14.0,Junior,Startup,Tier-1,4.0,0.0,1.0,3.0,131643.0,50.0,2023-05-31,Built ML pipeline for preprocessing,2023.0,5.0,0.0
20.0,Male,M.Sc,0.0,Senior,Enterprise,Remote,4.0,0.0,0.0,1.0,103808.0,63.0,2024-07-28,Built ML pipeline for preprocessing,2024.0,7.0,2.0
28.0,Male,M.Eng,2.0,Junior,Startup,Tier-1,5.0,1.0,0.0,3.0,58776.0,60.0,2024-11-26,Contributed to open-source NLP repo,2024.0,11.0,0.0
23.0,Female,B.Sc,0.0,Lead,SME,Remote,4.0,2.0,0.0,0.0,82771.0,66.0,2023-08-01,Worked on microservices deployment,2023.0,8.0,3.0
22.0,Male,B.Sc,0.0,Mid,Startup,Tier-1,4.0,0.0,1.0,6.0,46516.0,67.0,2024-08-07,No relevant project mentioned,2024.0,8.0,1.0
37.0,Male,M.Eng,15.0,Senior,SME,Tier-1,4.0,0.0,1.0,1.0,210733.0,56.0,2023-11-18,Built ML pipeline for preprocessing,2023.0,11.0,2.0
27.0,Male,B.Sc+Cert,5.0,Mid,SME,Tier-2,2.0,0.0,0.0,3.6,89067.0,56.0,2024-10-27,Worked on microservices deployment,2024.0,10.0,1.0
32.0,Female,B.Sc,12.0,Junior,Startup,Remote,4.0,2.0,0.0,4.0,110869.0,46.0,2023-07-07,No relevant project mentioned,2023.0,7.0,0.0
30.0,Female,M.Sc,6.0,Senior,Enterprise,Remote,5.0,0.0,1.0,6.0,146286.0,58.0,2024-07-25,Built ML pipeline for preprocessing,2024.0,7.0,2.0
