age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,role_seniority_encoded,survey_day,survey_quarter,survey_day_of_week,estimated_joining_date,joining_year,joining_month,joining_day,joining_quarter,joining_day_of_week,tenure_years,tenure_months,tenure_category
39,Female,M.Sc,16.0,Junior,Startup,Tier-2,5.0,2.0,0,,139924,46.0,2024-09-02,Worked on microservices deployment,2024,9,0,2,3,Monday,2008-09-02 00:00:00,2008.0,9.0,2.0,3.0,Tuesday,17.97,216,11-20 Years
26,Female,B.Sc,4.0,Mid,Enterprise,Tier-1,9.0,0.0,1,4.0,102615,54.0,2023-12-06,Contributed to open-source NLP repo,2023,12,1,6,4,Wednesday,2019-12-06 00:00:00,2019.0,12.0,6.0,4.0,Friday,6.71,81,6-10 Years
41,Female,M.Sc,18.0,Mid,Enterprise,Tier-3,5.0,,0,3.0,199237,63.0,2024-01-25,No relevant project mentioned,2024,1,1,25,1,Thursday,2006-01-24 12:00:00,2006.0,1.0,24.0,1.0,Tuesday,20.57,247,20+ Years
30,Male,M.Eng,6.0,Junior,Enterprise,Tier-1,2.0,0.0,1,1.0,111445,56.0,2023-07-05,Built ML pipeline for preprocessing,2023,7,0,5,3,Wednesday,2017-07-04 12:00:00,2017.0,7.0,4.0,3.0,Tuesday,9.13,110,6-10 Years
21,Male,M.Sc,,Mid,Enterprise,Tier-2,,1.0,0,2.0,78609,57.0,2023-05-14,No relevant project mentioned,2023,5,1,14,2,Sunday,,,,,,,,,
31,Male,B.Sc,11.0,Mid,SME,Tier-1,5.0,,1,2.0,144116,51.0,2023-05-27,Built ML pipeline for preprocessing,2023,5,1,27,2,Saturday,2012-05-26 06:00:00,2012.0,5.0,26.0,2.0,Saturday,14.24,171,11-20 Years
26,Male,M.Sc,7.0,Senior,Startup,Tier-1,1.0,0.0,0,3.0,99877,65.0,2023-04-23,Worked on microservices deployment,2023,4,2,23,2,Sunday,2016-04-22 06:00:00,2016.0,4.0,22.0,2.0,Friday,10.33,124,11-20 Years
35,Male,M.Eng,13.0,Senior,SME,Tier-1,5.0,1.0,0,,191320,78.0,2024-06-12,Worked on microservices deployment,2024,6,2,12,2,Wednesday,2011-06-12 18:00:00,2011.0,6.0,12.0,2.0,Sunday,15.2,182,11-20 Years
26,Male,M.Sc,,Mid,Startup,Tier-1,4.0,0.0,0,0.0,77431,68.0,2024-03-08,Built ML pipeline for preprocessing,2024,3,1,8,1,Friday,,,,,,,,,
27,Male,M.Sc,3.0,Mid,Enterprise,Tier-1,,1.0,0,0.0,114054,62.0,2024-01-22,Contributed to open-source NLP repo,2024,1,1,22,1,Monday,2021-01-21 06:00:00,2021.0,1.0,21.0,1.0,Thursday,5.58,67,6-10 Years
20,Male,B.Sc,0.0,Senior,Enterprise,Tier-1,,2.0,1,1.0,84021,78.0,2024-01-01,Contributed to open-source NLP repo,2024,1,2,1,1,Monday,2024-01-01 00:00:00,2024.0,1.0,1.0,1.0,Monday,2.64,32,3-5 Years
27,Male,B.Sc,7.0,Mid,Enterprise,Remote,3.0,0.0,0,0.0,102073,,2023-02-03,No relevant project mentioned,2023,2,1,3,1,Friday,2016-02-03 06:00:00,2016.0,2.0,3.0,1.0,Wednesday,10.55,127,11-20 Years
20,Male,B.Sc,0.0,Junior,SME,Tier-1,5.0,0.0,1,2.0,38571,61.0,2023-03-03,Worked on microservices deployment,2023,3,0,3,1,Friday,2023-03-03 00:00:00,2023.0,3.0,3.0,1.0,Friday,3.47,42,3-5 Years
20,Female,M.Sc,0.0,Mid,Startup,Tier-1,4.0,1.0,0,1.0,50413,65.0,2024-03-19,No relevant project mentioned,2024,3,1,19,1,Tuesday,2024-03-19 00:00:00,2024.0,3.0,19.0,1.0,Tuesday,2.43,29,3-5 Years
35,Female,B.Sc,11.0,Senior,Startup,Remote,,2.0,0,5.0,138971,52.0,2023-07-15,,2023,7,2,15,3,Saturday,2012-07-14 06:00:00,2012.0,7.0,14.0,3.0,Saturday,14.11,169,11-20 Years
35,Female,B.Sc,16.0,Mid,SME,Tier-2,3.0,1.0,1,3.0,171468,66.0,2023-03-28,Experience in data cleaning and ETL,2023,3,1,28,1,Tuesday,2007-03-28 00:00:00,2007.0,3.0,28.0,1.0,Wednesday,19.41,233,11-20 Years
33,Male,B.Sc,9.0,Mid,SME,Tier-2,4.0,1.0,1,0.0,105033,76.0,2024-09-26,Experience in data cleaning and ETL,2024,9,1,26,3,Thursday,2015-09-26 18:00:00,2015.0,9.0,26.0,3.0,Saturday,10.9,131,11-20 Years
24,Male,B.Sc,,Junior,SME,Tier-1,4.0,2.0,0,0.0,43221,59.0,2023-09-11,Worked on microservices deployment,2023,9,0,11,3,Monday,,,,,,,,,
30,Female,B.Sc,6.0,Lead,Enterprise,Tier-2,4.0,2.0,1,3.0,143023,74.0,2023-05-07,No relevant project mentioned,2023,5,3,7,2,Sunday,2017-05-06 12:00:00,2017.0,5.0,6.0,2.0,Saturday,9.3,112,6-10 Years
30,Male,M.Sc,8.0,Mid,Enterprise,Tier-1,7.0,3.0,1,4.0,165831,80.0,2023-06-11,Experience in data cleaning and ETL,2023,6,1,11,2,Sunday,2015-06-11 00:00:00,2015.0,6.0,11.0,2.0,Thursday,11.2,134,11-20 Years
23,Male,M.Sc,1.0,Mid,Startup,Tier-2,4.0,2.0,1,3.0,55229,,2023-11-12,Worked on microservices deployment,2023,11,1,12,4,Sunday,2022-11-11 18:00:00,2022.0,11.0,11.0,4.0,Friday,3.78,45,3-5 Years
39,Male,B.Sc,16.0,Junior,Startup,Remote,5.0,2.0,1,,165628,51.0,2023-06-21,Worked on microservices deployment,2023,6,0,21,2,Wednesday,2007-06-21 00:00:00,2007.0,6.0,21.0,2.0,Thursday,19.17,230,11-20 Years
35,Male,B.Sc,11.0,Junior,SME,Tier-2,5.0,2.0,1,0.0,120656,42.0,2024-02-03,Built ML pipeline for preprocessing,2024,2,0,3,1,Saturday,2013-02-02 06:00:00,2013.0,2.0,2.0,1.0,Saturday,13.55,163,11-20 Years
29,Male,B.Sc,5.0,Senior,Startup,Tier-1,4.0,0.0,0,2.0,83482,50.0,2023-11-27,Worked on microservices deployment,2023,11,2,27,4,Monday,2018-11-26 18:00:00,2018.0,11.0,26.0,4.0,Monday,7.74,93,6-10 Years
30,Male,B.Sc+Cert,,Lead,Enterprise,Tier-2,9.0,1.0,1,3.0,168095,80.0,2023-12-25,,2023,12,3,25,4,Monday,,,,,,,,,
31,Male,B.Sc,4.0,Junior,SME,Tier-2,7.0,,0,0.0,58864,58.0,2023-09-09,Experience in data cleaning and ETL,2023,9,0,9,3,Saturday,2019-09-09 00:00:00,2019.0,9.0,9.0,3.0,Monday,6.95,83,6-10 Years
20,Male,,0.0,Junior,Startup,Tier-2,3.0,1.0,0,2.0,23238,,2023-01-09,Experience in data cleaning and ETL,2023,1,0,9,1,Monday,2023-01-09 00:00:00,2023.0,1.0,9.0,1.0,Monday,3.62,43,3-5 Years
29,Male,B.Sc,8.0,Mid,SME,Tier-2,6.0,2.0,0,0.0,112170,61.0,2023-08-27,Built ML pipeline for preprocessing,2023,8,1,27,3,Sunday,2015-08-27 00:00:00,2015.0,8.0,27.0,3.0,Thursday,10.99,132,11-20 Years
26,Female,M.Sc,3.0,Junior,SME,Tier-2,10.0,1.0,1,2.0,76844,66.0,2023-02-04,Worked on microservices deployment,2023,2,0,4,1,Saturday,2020-02-04 06:00:00,2020.0,2.0,4.0,1.0,Tuesday,6.55,79,6-10 Years
24,Male,B.Sc+Cert,3.0,Junior,Enterprise,Tier-2,10.0,0.0,0,2.0,79355,,2024-09-07,Built ML pipeline for preprocessing,2024,9,0,7,3,Saturday,2021-09-07 06:00:00,2021.0,9.0,7.0,3.0,Tuesday,4.96,60,3-5 Years
28,Male,M.Eng,9.0,Senior,Startup,Remote,,2.0,1,2.0,154708,60.0,2024-01-18,Experience in data cleaning and ETL,2024,1,2,18,1,Thursday,2015-01-17 18:00:00,2015.0,1.0,17.0,1.0,Saturday,11.59,139,11-20 Years
41,Female,M.Sc,21.0,Senior,Enterprise,Tier-3,7.0,0.0,0,1.0,239509,63.0,2024-10-30,Contributed to open-source NLP repo,2024,10,2,30,4,Wednesday,2003-10-30 18:00:00,2003.0,10.0,30.0,4.0,Thursday,22.81,274,20+ Years
34,Male,B.Sc,10.0,Junior,SME,Tier-1,4.0,1.0,0,2.0,111316,47.0,2024-11-16,Experience in data cleaning and ETL,2024,11,0,16,4,Saturday,2014-11-16 12:00:00,2014.0,11.0,16.0,4.0,Sunday,11.76,141,11-20 Years
27,Male,B.Sc,2.0,Mid,Enterprise,Tier-3,7.0,0.0,0,7.0,54995,47.0,2024-12-10,Experience in data cleaning and ETL,2024,12,1,10,4,Tuesday,2022-12-10 12:00:00,2022.0,12.0,10.0,4.0,Saturday,3.7,44,3-5 Years
33,Male,B.Sc,10.0,Junior,Startup,Tier-1,2.0,0.0,0,2.0,101213,46.0,2024-12-23,Built ML pipeline for preprocessing,2024,12,0,23,4,Monday,2014-12-23 12:00:00,2014.0,12.0,23.0,4.0,Tuesday,11.66,140,11-20 Years
38,Male,B.Sc,12.0,Junior,SME,Tier-3,5.0,1.0,1,3.0,131191,50.0,2024-12-30,Worked on microservices deployment,2024,12,0,30,4,Monday,2012-12-30 00:00:00,2012.0,12.0,30.0,4.0,Sunday,13.65,164,11-20 Years
36,Male,,10.0,Junior,SME,Tier-1,4.0,3.0,0,0.0,116925,54.0,2023-07-20,Worked on microservices deployment,2023,7,0,20,3,Thursday,2013-07-19 12:00:00,2013.0,7.0,19.0,3.0,Friday,13.09,157,11-20 Years
30,Female,B.Sc,,Mid,SME,Tier-2,,2.0,1,2.0,89577,46.0,2023-08-21,Contributed to open-source NLP repo,2023,8,1,21,3,Monday,,,,,,,,,
26,Male,B.Sc,3.0,Junior,Enterprise,Tier-3,,1.0,0,0.0,60987,51.0,2024-09-19,Experience in data cleaning and ETL,2024,9,0,19,3,Thursday,2021-09-19 06:00:00,2021.0,9.0,19.0,3.0,Sunday,4.92,59,3-5 Years
34,Male,,13.0,Mid,SME,Tier-1,3.0,2.0,1,0.0,173841,,2024-05-10,Built ML pipeline for preprocessing,2024,5,1,10,2,Friday,2011-05-10 18:00:00,2011.0,5.0,10.0,2.0,Tuesday,15.29,183,11-20 Years
32,Male,M.Sc,10.0,Junior,Enterprise,Tier-3,5.0,0.0,1,1.0,116687,70.0,2023-03-18,Experience in data cleaning and ETL,2023,3,0,18,1,Saturday,2013-03-17 12:00:00,2013.0,3.0,17.0,1.0,Sunday,13.43,161,11-20 Years
35,Male,M.Eng,15.0,Junior,Startup,Tier-2,5.0,1.0,0,1.0,157265,68.0,2023-08-06,Contributed to open-source NLP repo,2023,8,0,6,3,Sunday,2008-08-05 06:00:00,2008.0,8.0,5.0,3.0,Tuesday,18.05,217,11-20 Years
34,Male,M.Sc,12.0,Junior,Enterprise,Tier-1,4.0,2.0,0,2.0,178039,,2024-01-09,Worked on microservices deployment,2024,1,0,9,1,Tuesday,2012-01-09 00:00:00,2012.0,1.0,9.0,1.0,Monday,14.62,175,11-20 Years
36,Male,B.Sc,10.0,Senior,Startup,Tier-2,6.0,0.0,0,,133903,64.0,2023-02-22,,2023,2,2,22,1,Wednesday,2013-02-21 12:00:00,2013.0,2.0,21.0,1.0,Thursday,13.5,162,11-20 Years
27,Male,M.Sc,6.0,Mid,Enterprise,Remote,,0.0,0,4.0,107600,62.0,2024-08-18,Contributed to open-source NLP repo,2024,8,1,18,3,Sunday,2018-08-18 12:00:00,2018.0,8.0,18.0,3.0,Saturday,8.01,96,6-10 Years
38,Male,B.Sc,19.0,Senior,Enterprise,Tier-1,4.0,0.0,0,1.0,256571,58.0,2023-09-15,Worked on microservices deployment,2023,9,2,15,3,Friday,2004-09-14 06:00:00,2004.0,9.0,14.0,3.0,Tuesday,21.94,263,20+ Years
31,Male,M.Sc,8.0,Mid,SME,Tier-2,5.0,4.0,1,3.0,132835,64.0,2023-05-12,No relevant project mentioned,2023,5,1,12,2,Friday,2015-05-12 00:00:00,2015.0,5.0,12.0,2.0,Tuesday,11.28,135,11-20 Years
42,Male,B.Sc,23.0,Junior,SME,Tier-3,5.0,5.0,1,2.0,253800,,2024-12-11,No relevant project mentioned,2024,12,0,11,4,Wednesday,2001-12-11 06:00:00,2001.0,12.0,11.0,4.0,Tuesday,24.7,296,20+ Years
26,Female,PhD,3.0,Mid,SME,Remote,5.0,1.0,0,4.0,93039,,2024-01-30,Contributed to open-source NLP repo,2024,1,1,30,1,Tuesday,2021-01-29 06:00:00,2021.0,1.0,29.0,1.0,Friday,5.56,67,6-10 Years
40,Male,B.Sc,18.0,Junior,Startup,Tier-3,4.0,3.0,1,,163784,,2024-08-17,Worked on microservices deployment,2024,8,0,17,3,Saturday,2006-08-17 12:00:00,2006.0,8.0,17.0,3.0,Thursday,20.01,240,20+ Years
31,Male,B.Sc,9.0,Mid,SME,Tier-2,2.0,0.0,0,0.0,108377,,2023-09-06,,2023,9,1,6,3,Wednesday,2014-09-05 18:00:00,2014.0,9.0,5.0,3.0,Friday,11.96,144,11-20 Years
26,Male,B.Sc+Cert,7.0,Junior,SME,Remote,5.0,1.0,0,2.0,86052,,2024-02-02,Built ML pipeline for preprocessing,2024,2,0,2,1,Friday,2017-02-01 06:00:00,2017.0,2.0,1.0,1.0,Wednesday,9.55,115,6-10 Years
27,Female,B.Sc,5.0,Junior,Enterprise,Tier-3,4.0,0.0,0,2.0,76556,,2023-03-10,Worked on microservices deployment,2023,3,0,10,1,Friday,2018-03-09 18:00:00,2018.0,3.0,9.0,1.0,Friday,8.45,101,6-10 Years
28,Male,M.Sc,4.0,Mid,Enterprise,Tier-3,7.0,1.0,0,6.0,84136,43.0,2024-10-15,,2024,10,1,15,4,Tuesday,2020-10-15 00:00:00,2020.0,10.0,15.0,4.0,Thursday,5.85,70,6-10 Years
33,Male,M.Sc,15.0,Mid,Enterprise,Tier-1,9.0,0.0,0,0.0,208081,69.0,2024-02-27,,2024,2,1,27,1,Tuesday,2009-02-26 06:00:00,2009.0,2.0,26.0,1.0,Thursday,17.48,210,11-20 Years
33,Female,M.Eng,10.0,Lead,SME,Tier-1,4.0,1.0,0,3.0,218883,62.0,2024-10-13,Built ML pipeline for preprocessing,2024,10,3,13,4,Sunday,2014-10-13 12:00:00,2014.0,10.0,13.0,4.0,Monday,11.86,142,11-20 Years
27,Female,PhD,3.0,Mid,Enterprise,Tier-2,8.0,0.0,1,2.0,101134,52.0,2023-12-06,,2023,12,1,6,4,Wednesday,2020-12-05 06:00:00,2020.0,12.0,5.0,4.0,Saturday,5.71,69,6-10 Years
30,Male,PhD,7.0,Mid,SME,Tier-2,5.0,1.0,1,1.0,121909,53.0,2024-01-09,No relevant project mentioned,2024,1,1,9,1,Tuesday,2017-01-08 06:00:00,2017.0,1.0,8.0,1.0,Sunday,9.62,115,6-10 Years
43,Male,B.Sc,20.0,Junior,SME,Tier-1,7.0,0.0,1,4.0,197339,65.0,2023-10-01,Worked on microservices deployment,2023,10,0,1,4,Sunday,2003-10-01 00:00:00,2003.0,10.0,1.0,4.0,Wednesday,22.89,275,20+ Years
40,Female,M.Eng,19.0,Lead,SME,Tier-1,2.0,,0,4.0,255186,54.0,2023-09-14,Worked on microservices deployment,2023,9,3,14,3,Thursday,2004-09-13 06:00:00,2004.0,9.0,13.0,3.0,Monday,21.94,263,20+ Years
33,Other,M.Sc,7.0,Mid,Enterprise,Tier-2,3.0,3.0,0,3.0,119093,63.0,2024-05-30,Worked on microservices deployment,2024,5,1,30,2,Thursday,2017-05-30 06:00:00,2017.0,5.0,30.0,2.0,Tuesday,9.23,111,6-10 Years
30,Female,M.Sc,8.0,Mid,Enterprise,Tier-1,4.0,4.0,0,0.0,159599,64.0,2023-09-25,Contributed to open-source NLP repo,2023,9,1,25,3,Monday,2015-09-25 00:00:00,2015.0,9.0,25.0,3.0,Friday,10.91,131,11-20 Years
31,Male,B.Sc,11.0,Junior,SME,Tier-1,10.0,0.0,1,1.0,146314,59.0,2023-12-23,Experience in data cleaning and ETL,2023,12,0,23,4,Saturday,2012-12-22 06:00:00,2012.0,12.0,22.0,4.0,Saturday,13.66,164,11-20 Years
34,Male,,12.0,Mid,Enterprise,Tier-1,7.0,1.0,0,0.0,174155,68.0,2023-11-04,Worked on microservices deployment,2023,11,1,4,4,Saturday,2011-11-04 00:00:00,2011.0,11.0,4.0,4.0,Friday,14.8,178,11-20 Years
24,Male,PhD,0.0,Junior,SME,Tier-3,7.0,4.0,0,1.0,51450,43.0,2024-08-24,Contributed to open-source NLP repo,2024,8,0,24,3,Saturday,2024-08-24 00:00:00,2024.0,8.0,24.0,3.0,Saturday,2.0,24,0-2 Years
28,Female,B.Sc+Cert,4.0,Mid,Enterprise,Tier-2,4.0,1.0,0,,83688,38.0,2024-06-10,Worked on microservices deployment,2024,6,1,10,2,Monday,2020-06-10 00:00:00,2020.0,6.0,10.0,2.0,Wednesday,6.2,74,6-10 Years
20,Male,B.Sc,0.0,Senior,SME,Tier-1,7.0,0.0,1,2.0,76278,68.0,2024-10-09,Worked on microservices deployment,2024,10,2,9,4,Wednesday,2024-10-09 00:00:00,2024.0,10.0,9.0,4.0,Wednesday,1.87,22,0-2 Years
32,Male,B.Sc,11.0,Lead,Startup,Tier-1,3.0,1.0,0,3.0,123501,55.0,2024-11-24,Worked on microservices deployment,2024,11,3,24,4,Sunday,2013-11-24 06:00:00,2013.0,11.0,24.0,4.0,Sunday,12.74,153,11-20 Years
34,Female,B.Sc,9.0,Mid,SME,Tier-2,5.0,3.0,1,2.0,113702,64.0,2024-05-05,No relevant project mentioned,2024,5,1,5,2,Sunday,2015-05-05 18:00:00,2015.0,5.0,5.0,2.0,Tuesday,11.3,136,11-20 Years
27,Male,,2.0,Senior,SME,Tier-3,,3.0,0,2.0,78973,61.0,2024-09-30,Worked on microservices deployment,2024,9,2,30,3,Monday,2022-09-30 12:00:00,2022.0,9.0,30.0,3.0,Friday,3.89,47,3-5 Years
39,Female,M.Sc,16.0,Junior,SME,Tier-2,2.0,2.0,1,2.0,183321,54.0,2024-09-29,Built ML pipeline for preprocessing,2024,9,0,29,3,Sunday,2008-09-29 00:00:00,2008.0,9.0,29.0,3.0,Monday,17.9,215,11-20 Years
23,Male,B.Sc,0.0,Senior,SME,Tier-1,5.0,1.0,0,1.0,71731,,2024-12-07,Contributed to open-source NLP repo,2024,12,2,7,4,Saturday,2024-12-07 00:00:00,2024.0,12.0,7.0,4.0,Saturday,1.71,21,0-2 Years
21,Male,B.Sc,0.0,Mid,SME,Tier-2,11.0,0.0,1,1.0,50520,65.0,2023-07-17,Contributed to open-source NLP repo,2023,7,1,17,3,Monday,2023-07-17 00:00:00,2023.0,7.0,17.0,3.0,Monday,3.1,37,3-5 Years
31,Male,B.Sc,3.0,Mid,Enterprise,Remote,,0.0,0,0.0,76176,,2023-12-17,Worked on microservices deployment,2023,12,1,17,4,Sunday,2020-12-16 06:00:00,2020.0,12.0,16.0,4.0,Wednesday,5.68,68,6-10 Years
36,Female,B.Sc,15.0,Senior,Enterprise,Tier-1,10.0,3.0,0,4.0,208944,55.0,2023-08-06,Built ML pipeline for preprocessing,2023,8,2,6,3,Sunday,2008-08-05 06:00:00,2008.0,8.0,5.0,3.0,Tuesday,18.05,217,11-20 Years
40,Male,B.Sc+Cert,17.0,Senior,SME,Tier-2,6.0,1.0,0,5.0,209643,67.0,2023-01-08,,2023,1,2,8,1,Sunday,2006-01-07 18:00:00,2006.0,1.0,7.0,1.0,Saturday,20.62,247,20+ Years
27,Male,M.Sc,2.0,Junior,Enterprise,Tier-1,9.0,0.0,0,3.0,77398,58.0,2023-08-19,Built ML pipeline for preprocessing,2023,8,0,19,3,Saturday,2021-08-18 12:00:00,2021.0,8.0,18.0,3.0,Wednesday,5.01,60,6-10 Years
36,Female,B.Sc,,Senior,SME,Tier-1,5.0,2.0,1,2.0,165307,73.0,2024-12-03,Contributed to open-source NLP repo,2024,12,2,3,4,Tuesday,,,,,,,,,
30,Male,B.Sc,8.0,Junior,Enterprise,Tier-1,3.0,0.0,1,2.0,109900,55.0,2023-04-03,Built ML pipeline for preprocessing,2023,4,0,3,2,Monday,2015-04-03 00:00:00,2015.0,4.0,3.0,2.0,Friday,11.39,137,11-20 Years
29,Male,B.Sc,6.0,Senior,SME,Tier-2,6.0,0.0,1,2.0,113363,46.0,2024-10-18,Worked on microservices deployment,2024,10,2,18,4,Friday,2018-10-18 12:00:00,2018.0,10.0,18.0,4.0,Thursday,7.84,94,6-10 Years
35,Male,PhD,14.0,Mid,Startup,Tier-1,6.0,1.0,0,0.0,162762,68.0,2023-01-16,Built ML pipeline for preprocessing,2023,1,1,16,1,Monday,2009-01-15 12:00:00,2009.0,1.0,15.0,1.0,Thursday,17.6,211,11-20 Years
34,Male,B.Sc,14.0,Junior,Startup,Tier-1,3.0,1.0,0,1.0,116197,67.0,2024-09-16,,2024,9,0,16,3,Monday,2010-09-16 12:00:00,2010.0,9.0,16.0,3.0,Thursday,15.93,191,11-20 Years
21,Male,B.Sc,1.0,Mid,Enterprise,Tier-1,,1.0,1,7.0,71686,,2023-07-15,No relevant project mentioned,2023,7,1,15,3,Saturday,2022-07-14 18:00:00,2022.0,7.0,14.0,3.0,Thursday,4.11,49,3-5 Years
39,Male,B.Sc,,Mid,SME,Tier-1,7.0,2.0,1,0.0,204760,56.0,2024-04-08,Contributed to open-source NLP repo,2024,4,1,8,2,Monday,,,,,,,,,
38,Male,M.Sc,14.0,Mid,Enterprise,Tier-2,1.0,0.0,0,2.0,162067,67.0,2023-07-24,Built ML pipeline for preprocessing,2023,7,1,24,3,Monday,2009-07-23 12:00:00,2009.0,7.0,23.0,3.0,Thursday,17.08,205,11-20 Years
26,Male,M.Sc,2.0,Junior,SME,Tier-1,,0.0,1,5.0,56545,52.0,2024-08-02,Contributed to open-source NLP repo,2024,8,0,2,3,Friday,2022-08-02 12:00:00,2022.0,8.0,2.0,3.0,Tuesday,4.05,49,3-5 Years
32,Male,M.Sc,8.0,Junior,SME,Tier-1,2.0,2.0,1,1.0,123163,60.0,2023-05-07,,2023,5,0,7,2,Sunday,2015-05-07 00:00:00,2015.0,5.0,7.0,2.0,Thursday,11.3,136,11-20 Years
33,Male,B.Sc,12.0,Senior,Startup,Tier-3,,2.0,0,2.0,130584,,2023-06-09,No relevant project mentioned,2023,6,2,9,2,Friday,2011-06-09 00:00:00,2011.0,6.0,9.0,2.0,Thursday,15.21,183,11-20 Years
32,Male,B.Sc,6.0,Junior,Enterprise,Tier-2,,0.0,0,4.0,87347,58.0,2024-05-15,Worked on microservices deployment,2024,5,0,15,2,Wednesday,2018-05-15 12:00:00,2018.0,5.0,15.0,2.0,Tuesday,8.27,99,6-10 Years
27,Male,B.Sc,4.0,Mid,Startup,Tier-2,,1.0,0,2.0,69327,54.0,2024-04-10,No relevant project mentioned,2024,4,1,10,2,Wednesday,2020-04-10 00:00:00,2020.0,4.0,10.0,2.0,Friday,6.37,76,6-10 Years
26,Male,M.Sc,,Mid,Enterprise,Tier-1,8.0,1.0,1,3.0,90201,66.0,2024-05-12,Worked on microservices deployment,2024,5,1,12,2,Sunday,,,,,,,,,
30,Male,B.Sc,5.0,Junior,SME,Tier-2,3.0,3.0,0,1.0,77974,,2024-03-23,Experience in data cleaning and ETL,2024,3,0,23,1,Saturday,2019-03-23 18:00:00,2019.0,3.0,23.0,1.0,Saturday,7.42,89,6-10 Years
37,Male,M.Sc,12.0,Mid,Enterprise,Tier-1,5.0,0.0,0,3.0,180855,62.0,2024-04-08,Built ML pipeline for preprocessing,2024,4,1,8,2,Monday,2012-04-08 00:00:00,2012.0,4.0,8.0,2.0,Sunday,14.37,172,11-20 Years
33,Female,B.Sc+Cert,14.0,Mid,Startup,Tier-1,2.0,1.0,1,0.0,156954,48.0,2023-12-08,Contributed to open-source NLP repo,2023,12,1,8,4,Friday,2009-12-07 12:00:00,2009.0,12.0,7.0,4.0,Monday,16.71,201,11-20 Years
28,Male,B.Sc+Cert,3.0,Mid,Startup,Tier-2,5.0,4.0,1,0.0,65924,56.0,2024-05-22,Built ML pipeline for preprocessing,2024,5,1,22,2,Wednesday,2021-05-22 06:00:00,2021.0,5.0,22.0,2.0,Saturday,5.25,63,6-10 Years
35,Female,B.Sc,12.0,Mid,SME,Remote,5.0,0.0,1,,165186,66.0,2024-10-25,Built ML pipeline for preprocessing,2024,10,1,25,4,Friday,2012-10-25 00:00:00,2012.0,10.0,25.0,4.0,Thursday,13.83,166,11-20 Years
20,Female,B.Sc,0.0,Mid,SME,Tier-2,10.0,0.0,0,1.0,47767,51.0,2023-10-11,,2023,10,1,11,4,Wednesday,2023-10-11 00:00:00,2023.0,10.0,11.0,4.0,Wednesday,2.87,34,3-5 Years
37,Male,B.Sc,14.0,Junior,Startup,Tier-1,4.0,0.0,1,,131643,50.0,2023-05-31,Built ML pipeline for preprocessing,2023,5,0,31,2,Wednesday,2009-05-30 12:00:00,2009.0,5.0,30.0,2.0,Saturday,17.23,207,11-20 Years
20,Male,M.Sc,0.0,Senior,Enterprise,Remote,4.0,0.0,0,1.0,103808,63.0,2024-07-28,,2024,7,2,28,3,Sunday,2024-07-28 00:00:00,2024.0,7.0,28.0,3.0,Sunday,2.07,25,3-5 Years
28,Male,M.Eng,2.0,Junior,Startup,Tier-1,5.0,1.0,0,3.0,58776,60.0,2024-11-26,Contributed to open-source NLP repo,2024,11,0,26,4,Tuesday,2022-11-26 12:00:00,2022.0,11.0,26.0,4.0,Saturday,3.74,45,3-5 Years
23,Female,B.Sc,0.0,Lead,SME,Remote,4.0,2.0,0,0.0,82771,66.0,2023-08-01,Worked on microservices deployment,2023,8,3,1,3,Tuesday,2023-08-01 00:00:00,2023.0,8.0,1.0,3.0,Tuesday,3.06,37,3-5 Years
22,Male,B.Sc,0.0,Mid,Startup,Tier-1,4.0,0.0,1,6.0,46516,67.0,2024-08-07,No relevant project mentioned,2024,8,1,7,3,Wednesday,2024-08-07 00:00:00,2024.0,8.0,7.0,3.0,Wednesday,2.04,24,3-5 Years
37,Male,M.Eng,15.0,Senior,SME,Tier-1,4.0,0.0,1,1.0,210733,56.0,2023-11-18,,2023,11,2,18,4,Saturday,2008-11-17 06:00:00,2008.0,11.0,17.0,4.0,Monday,17.76,213,11-20 Years
27,Male,B.Sc+Cert,5.0,Mid,SME,Tier-2,2.0,0.0,0,,89067,56.0,2024-10-27,Worked on microservices deployment,2024,10,1,27,4,Sunday,2019-10-27 18:00:00,2019.0,10.0,27.0,4.0,Sunday,6.82,82,6-10 Years
32,Female,B.Sc,12.0,Junior,Startup,Remote,4.0,2.0,0,4.0,110869,46.0,2023-07-07,No relevant project mentioned,2023,7,0,7,3,Friday,2011-07-07 00:00:00,2011.0,7.0,7.0,3.0,Thursday,15.13,182,11-20 Years
30,Female,M.Sc,6.0,Senior,Enterprise,Remote,5.0,0.0,1,6.0,146286,58.0,2024-07-25,,2024,7,2,25,3,Thursday,2018-07-25 12:00:00,2018.0,7.0,25.0,3.0,Wednesday,8.08,97,6-10 Years
33,Male,B.Sc,8.0,Junior,SME,Tier-2,6.0,1.0,0,5.0,96909,66.0,2023-07-02,Experience in data cleaning and ETL,2023,7,0,2,3,Sunday,2015-07-02 00:00:00,2015.0,7.0,2.0,3.0,Thursday,11.14,134,11-20 Years
30,Male,B.Sc,8.0,Junior,Enterprise,Tier-2,6.0,0.0,0,0.0,124263,,2024-01-19,Built ML pipeline for preprocessing,2024,1,0,19,1,Friday,2016-01-19 00:00:00,2016.0,1.0,19.0,1.0,Tuesday,10.59,127,11-20 Years
